Initial molecule ; Modified molecule
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Cl)cccc21 ; CNc1c2CCN([C@@]3(c4c(C(=O)O)sc(N5CCOCC5)n4)OCCO3)c2ccc1
CC1CN(C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21 ; COCCN(C)c1cc(=O)[nH]c([C@H](O)N2CC(CC(=O)O)c3ccccc32)n1
Cc1nc(C(=O)N[C@H]2[C@H](C(N)=O)CCN2C)sc1-c1csc(C(C)(C)C)n1 ; CN1CCN(CC[C@@H](O)c2nc(C#N)c(-c3csc(C(C)(C)N)n3)s2)CC1CC(N)=O
CC(=O)Nc1nc2ccc(-c3ccnc(N(C)S(=O)(=O)c4ccc(C)cc4)n3)cc2s1 ; CNC(=O)Nc1cc2cc(-c3ccnc(N(C)S(=O)(=O)c4ccc(CN)cc4)n3)ccc2s1
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)cc3)cn2CCN2CCCC2)CC1 ; C=Cc1c(N)ncnc1N1C[C@H]2C[C@@]2(c2cc(-n3cc(OC(F)(F)C(F)F)c(=O)[nH]c3=O)ccc2NCN(CC)CC)C1
N[C@H](COc1cncc(C=Cc2cc(-n3ccc4ccccc43)ccn2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(C=Cc2cc(-n3ccc4ccccc43)ccn2)cnc1)Cc1c[nH]c2ccccc12
N[C@H](CNc1cc(Cl)cnc1C=Cc1ccncc1)Cc1c[nH]c2ccccc12 ; N[C@H](CCc1cc(Cl)cnc1C=Cc1ccncc1)Cc1cccc2c1[nH]cc2
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)CC2)c1Br ; Nc1ncnc(C2CCN(n3cc(NCCCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)CC2)c1CF
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(C(C)(C)C)c4)c3)cc2s1 ; CC(=O)NCc1nc2cc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(C(C)(C)N)c4)c3)ccc2s1
CC(C)N1CCN(c2ccnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc23)CC1 ; CC(C)N(c1cc(-c2ccc([C@H]3CN(C(F)F)CCN3)c3cccnc23)cnc1Cl)S(=O)(=O)c1ccc([18F])nc1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cccc(Br)c1 ; O=C(Cc1cncc(CF)c1)Cc1cc(=O)[nH]c(N2CCOCC2)n1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; CCC(CC)NCCc1ccc(-c2nc([18F])cn2C(F)(F)F)cc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
C=C(C)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCC2)CC1 ; C=C(C)n1nc(N)nc1N1CCCC(c2nc(-c3nc(F)cn3C(F)(F)F)cn2CCN(CC)CC)C1
CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1 ; N=C(N)c1ccc(-c2nc(-n3ncc4ccc(OCCN)cc43)cnc2)cc1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccc(F)cc1OCC1CCNCC1 ; CCCNc1ccc(CCNC(=O)c2cc(=O)[nH]c(N3CCOCC3)n2)c(COCC2CCNCC2)c1
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4cccs4)cc32)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(N2CCc3cc(-c4cccs4)ccc32)cnc1)Cc1cccc2c1[nH]cc2
CCS(=O)(=O)N1CCN(Cc2cn3cc(-c4ncc(N)cn4)nc(N4CCOCC4)c3n2)CC1 ; Nc1ccc(-c2cn3cc(CN4CCN(N5CCNS5(=O)=O)CC4)nc(N4CCOCC4)c3n2)nn1
Nc1cc(N2CCC(c3nc(-c4cc(F)ccc4C(F)(F)F)cn3CCN3CCCC3)CC2)ncn1 ; CCN(CC)CNn1cc(-c2nc(F)cn2OC(F)(F)C(F)F)nc1C1CCN(c2ncnc(N)c2)CC1
Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(NS(=O)(=O)c3cccnc3)c2)n1 ; COCCOn1cc(NS(=O)(=O)c2cccnn2)c(=O)n(COc2ncc(COC)cc2-c2nc(C)nc(N)n2)c1=O
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(Br)c(=O)[nH]1 ; NC[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(CF)c(=O)[nH]1
O=S(=O)(Nc1ncc(Cl)cc1-c1ccnc2ccc(N3CCCCC3)cc12)c1ccc(F)cc1 ; CCCSc1cnc(N(C(C)C)S(=O)(=O)c2ccc(F)cc2)c(-c2ccnc3ccc(N4CCCCC4)cc23)c1
CC(=O)Nc1cn2cc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1 ; CCCSc1ncc(-c2cnc3[nH]cc(NC(C)=O)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1
CC(=O)NC1CCN(c2cccc(-c3ccc4nc(-c5ncccc5N)n(-c5ccc(C6(N)CCC6)cc5)c4n3)c2)CC1 ; NC(=O)C1CCN(c2cncc(-c3ccc4nc(-c5ncccc5N)n(-c5ncc(C6(I)CC6)cn5)c4n3)c2)CC1
COc1cc(-c2nc3ccc(NC(C)=O)cc3s2)cnc1N ; COc1cc(-c2nc3cc(NC(C)=O)ccc3s2)cnc1I
CC(C)NC(=O)Nc1ccc(-c2nc(CS(C)(=O)=O)cc(N3CCOC[C@H]3C)n2)cc1 ; CC(C)NC(=O)Nc1ccc(-c2nc(CS(C)(=O)=O)cc(N3CCOC[C@H]3CN)n2)cc1
CC(=O)Nc1nc(C)c(-c2nc(CC(C)(C)C(C)O)no2)s1 ; C#CCc1cc(NC(=O)CC)nn1-c1nc(CC(C)(C)CO)no1
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=S)n1C ; C[C@H]1Cc2ccccc2N1C(=O)Cc1nc2cc(N3CCOCC3)cnc2n1CN
CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1 ; C#Cc1c(CC)c(N2C[C@H]3C[C@@]3(c3cc(-c4cc(C(F)(F)F)ccc4)ccc3NCN(CC)CC)C2)ncn1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCC2)CC1 ; CCN(CC)CCc1ccc(-c2cc(F)ccc2C(F)(F)F)cc1C1CCN(c2ncnc(N)c2C#N)CC1
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2[nH]1 ; CC(=O)NCc1nc2ccc(-c3cnc(Cl)c(N(C(C)C)S(=O)(=O)c4ccc([18F])cc4)c3)cc2[nH]1
Nc1ccc(C#Cc2n[nH]c3ccccc23)cc1 ; N#CCc1ccc(CCCCc2n[nH]c3ccccc23)cc1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Cl)ccc21 ; CNc1ccc2CCN([C@@]3(c4c(C(N)=O)sc(N5CCOCC5)n4)OCCO3)Cc2c1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCC2)CC1 ; CCN(CC)CCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCCN(c2nc(N)nn2C(N)=O)C1
N[C@H](COc1cncc(-c2ccc3ncccc3c2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2ccc3ncccc3c2)cnc1)Cc1cccc2c1[nH]cc2
Cc1cc(-c2nc(CC3CNC3)cn2C2CCC(c3c(N)ncnc3C(C)C)CC2)ccc1F ; Cc1cc(-c2nc(CC3CNC3)cn2[C@H]2CC[C@@H](c3c(C(C)C)ncnc3N)CC2)ccc1[18F]
Cn1nc(-c2nc(N)cnc2-c2ccc(C(N)=O)cc2)nc1C1(c2ccccc2)CC1 ; N#Cc1c(-c2nc(N)cnc2-c2ccc(C(N)=O)cc2)ncnc1C1(n2cccc2)CC1
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4ccccn4)cc32)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(C2C(=O)Nc3ccc(-c4ccccn4)cc32)cnc1)Cc1c[nH]c2ccccc12
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(OC)ccn3)cn2CCN2CCC2)CC1 ; CCc1c(N)ncnc1N1CCC(c2cc(-c3cc(C4COC4)ccn3)ccc2CCN2CCC2)CC1
O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccn4)cccc3o2)[nH]1 ; c1cnc(Cc2ncc(-c3ccncn3)c3c2cco3)c(N2CCOCC2)c1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCC2)CC1 ; N#Cc1c(N)ncnc1N1CCC(c2nc(-c3nc(F)cn3C(F)(F)F)cn2NCN2CCC2)CC1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Cl)ccc21 ; CNc1ccc2CCN(C(=O)Cc3c(C(N)=O)sc(C4CCCC4)n3)Cc2c1
CN(C)C1CCN(Cc2cc3nc(-c4cccc5nccn45)nc(N4CCOCC4)c3s2)CC1 ; CN(C)C1CCN(CCNc2cc3nc(-c4cccc5nccn45)nc(N4CCOCC4)c3s2)CC1
Cc1cc(-c2cccc(OCCCC(F)(F)F)c2Cl)nc(N)n1 ; Cc1nn(I)c(-c2cn(OCCCC(F)(F)F)c(Cl)n2)n1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cccc(C(F)(F)F)c3)CC2)c1Br ; N#CCc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(OC(F)(F)F)ccc3)CC2)c1CF
O=C(O)c1ccc(-c2cncc(-c3cccc(O)c3)n2)cc1 ; Nc1cn(-c2cncc(-c3cncc(S)c3)n2)c(=O)[nH]c1=O
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c(-c3ccncc3)cccc21 ; O=C(Cc1cc(=O)[nH]c(C2CCCC2)n1)N1CCc2c(-c3ccncc3)cccc21
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccc(F)c(OC(F)(F)F)c1 ; CCC(=CNC(=O)Cc1n[nH]c2c1cc(N1CCOCC1)nc2)c1cnc(SC(F)(F)F)nc1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1csc(C(C)C)n1 ; Cc1c(-c2noc(C(C)C)c2)nc(C(=O)NC2C3CCC2CN(C(N)=O)C3)s1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccc(F)cc1F ; O=C(Cc1n[nH]c2c1cc(N1CCOCC1)nc2)Nc1ccc(F)cc1[18F]
CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN5CCN(C)CC5)cc4)cc3)nc21 ; CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN5CCN[C@@H](CN)C5)cc4)cc3)nc21
C[C@@H](Nc1c[nH]c2ncnc(F)c12)c1nn2cccc2c(=O)n1-c1ccccc1 ; CC(C(=O)c1c[nH]c2c1c(F)ncn2)c1cnc2[nH]c(=O)n(-n3cccc3)c2n1
CNc1nc(-c2n[nH]c3cc(N)ccc23)cc(N2C[C@H](NC(=O)C3CCCCC3)OC[C@@H]2C)n1 ; CNc1nc(-c2n[nH]c3cc(N)ccc23)cc(N2C[C@H](NC(=O)C3CCCCC3)C[C@@H]2CN)n1
CCOc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CCN2CCCC2)CC1 ; CCN(CC)CNn1cc(-c2cc([18F])ccc2CC(=O)O)nc1C1CCN(c2ncnc(N)c2CO)CC1
CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCc5ccccn5)cc4)cc3)nc21 ; CCn1nnc2c(C3COOC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)Cc5ccncn5)cc4)cc3)nc21
NC1(c2ccc(-c3c(-c4ccccc4)ccc4ccnn34)cc2)CCC1 ; N[C@]1CC[C@H](c2ccc(-c3cc4c(cn[nH]4)cc3-n3cccc3)cc2)CC1
CC(=O)Nc1nc2ccc(-c3cnc(N)nc3)cc2s1 ; CC(=O)Nc1ccc(-c2noc3ccccc23)c(I)c1
CC1Cc2c(Br)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O ; CC1Cc2c(Br)cccc2N1NC(=O)Nc1c(C(=N)N)sc(N2CCOCC2)n1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1 ; C#Cc1c(C#N)c(N2CCC(c3nc(-c4cc(C(F)(F)F)ccc4)cn3CCN(CC)CC)CC2)ncn1
N#Cc1c(N)ncnc1N1CCC[C@@H]1c1nn2cccc2c(=O)n1-c1ccccc1 ; N#[11C]N1CCCC(c2cnc3[nH]c(=O)n(-c4ccccc4)c3n2)(c2nn(C(=O)O)cc2)C1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cccc(Cl)c3)CC2)c1C1CCC1 ; Nc1ncnc([C@H]2CCCN(c3ccc(-c4cc(O)cnc4)cc3CCN3CCCC3)C2)c1C1CCC1
N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3c2CS(=O)(=O)C3)CC1 ; CCCSc1ccc(C(CC)(C(=O)N(C)C)N2CCN[C@@H](c3c4CS(=O)(=O)Cc4ncn3)C2)cc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCC23COC3)CC1 ; C#Cc1c(CC)c(N2CCC(c3nc(-c4ccc(OCCOCCF)cc4)cn3NCN3CCCOCC3)CC2)ncn1
C[C@@H](O)CNC(=O)c1cccc(-c2ccc3nc(-c4ncccc4N)n(-c4ccc(C5(N)CCC5)cc4)c3n2)c1 ; C[C@@H](O)CNC(=O)c1cccc(-c2ccc3nc(-c4ncccc4N)n(-c4ccc(C5(I)CCC5)cc4)c3n2)c1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CC2CCCN2)CC1 ; N#CCc1nn(C#N)c(N2CCCC(c3cc(-c4cc(F)ccc4OC(F)(F)C(F)F)ccc3CC3CCCN3)C2)n1
CC[C@@H]1CO[C@@H](NC(=O)C2CCCCC2)CN1c1cc(-c2n[nH]c3cc(N)ccc23)nc(NC)n1 ; CC[C@@H]1CO[C@@H](NC(=O)CC(C)C)CN1c1nn(NC)c(-c2n[nH]c3cc(N)ccc23)n1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cn[nH]c3)cn2CCN2CCC2)CC1 ; Cc1c(C(N)=O)c(N2CC=C(c3cc(-c4c[nH]nc4)ccc3NCN3CCC3)CC2)ncn1
O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2C2CCCCC2)[nH]1 ; CCCCCCn1c(=O)[nH]c2cccc(SCc3ncccc3N3CCOCC3)c21
Nc1nc2ccc(-c3cncc(S(=O)(=O)NCC4CC4)c3)cn2n1 ; CC(C)CNS(=O)(=O)c1cc(-c2nn3cc(N)ccc3n2)cnc1
CC(=O)Nc1nc(C)c(-c2cnc(CC(F)(F)F)o2)s1 ; C#CCc1c(-c2ccc(CC(F)(F)F)s2)sc(NC(C)=O)n1
CCNCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; O=[N+]([O-])c1c(-c2ccnc3c2cc[nH]3)sc([C@H]2CCN=C(c3cncnc3)N2)c1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1csc(C(C)(C)C)n1 ; CC(C)(N)c1nc(-c2c(N)nc(C(=O)N[C@H]3CCCN3C(N)=O)s2)cs1
O=c1cc(N2CCOCC2)nc(Cc2nc3cc(Cl)ccc3[nH]2)[nH]1 ; CNc1ccc2[nH]c(Cc3ncccc3C3CCCC3)nc2c1
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2[C@H](C)O)cc1F ; COc1ncc(Nc2cc(-c3nc(N)nc(N)n3)cnc2[C@H](C)O)cc1F
COCCNc1cnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2n1 ; COCC(C)NCCc1cc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc([18F])cc4)c3)cc2[nH]1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cccc(F)c3)CC2)c1Cl ; CCN(CC)CCc1cn(N2CCC(c3c(NC)cccc3CC#N)CC2)c(-c2cc(F)ccc2)n1
N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1 ; N#CCNc1ncnc(-n2c(Nc3cncc(S)c3)nc3ccccc32)n1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; NC(=O)n1nc(N)nc1N1CCC(c2cc(-c3cc(F)ccc3C(F)(F)F)ccc2CCNC2CCCC2)CC1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccccc1OCCN1CCCC1 ; CCN(CC)CCOc1ccccc1NC(=O)Cc1n[nH]c2c1cc(N1CCOCC1)nc2
NCC(C(=O)Nc1sc(Br)cc1-c1ccnc2[nH]ccc12)c1ccccc1 ; NCC(C(=O)Nc1c(-c2ccnc3c2cc[nH]3)cc(OCCCOCCF)s1)n1cccc1
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc(OCCN5CCOCC5)c4)c3)cc12 ; COCCN(C)CCOc1cc(C[C@H](N)COc2nc(=O)n(-c3ncc4[nH]nc(N)c4c3)cc2)ccc1
CC(C)NC(=O)Nc1ccc(-c2nc(CS(C)(=O)=O)cc(N3CCOC[C@H]3C)n2)cc1 ; CC(C)NC(=O)Nc1ccc(-c2nc(CS(C)(=O)=O)cc(N3CCOC[C@H]3CN)n2)cc1
