Initial molecule ; Modified molecule
Nc1cc(N2CCC(c3nc(-c4ccc(C(F)(F)F)cc4)cn3CCN3CCCC3)CC2)ncn1 ; CCN(CC)CNn1cc(-c2ccc(OC(F)(F)C(F)F)cc2)nc1[C@@]12C[C@@H]1CN(c1ncnc(N)c1)C2
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cccc(Br)c1 ; O=C(Cc1cccc(Br)c1)Cc1cc(=O)[nH]c(C2CCCC2)n1
NC(=O)c1ccc(NC2CNCC2c2cccc(C(F)(F)F)c2)c2cncnc12 ; NC(=O)c1ncc2cccnc2c1OCNCCOc1cncc(CC(F)(F)F)c1
CCNC(=O)Nc1ccc(-c2nc(CS(C)(=O)=O)cc(N3CCOC[C@H]3C)n2)cc1 ; CS(=O)(=O)Cc1cc([C@]2(CN)CCCN2N2CCNC2=O)nc(-c2ccc[nH]2)n1
CC(=O)Nc1nc(C)c(-c2nc(N3CCCC(O)C3)no2)s1 ; CNC(=O)Nc1nc(CC(=O)O)c(-c2cc(N3CCC(S)CC3)no2)s1
NC[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; NC[C@H](Cc1ccccc1)NC(=O)c1cc([N+](=O)[O-])c(-c2ccnc3c2cc[nH]3)s1
CS(=O)(=O)C(F)(F)c1cc(-c2cc(C(F)(F)F)ncc2N)nc(N2CCOCC2)n1 ; COCCN(C)n1nc(C(F)S(C)(=O)=O)nc1-c1cc(C(F)(F)F)ncc1C(=O)O
NC1(c2ccc(-n3c(C4CCCCC4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1 ; COCCN(C)c1cc(-c2ccc3nc(C4CCCCC4)n(-c4ccc(C5(C)COC5)cc4)c3n2)cnc1
CN(C)CCCNC(=O)c1cn2cc(-c3ncc(N)cn3)nc(N3CCOCC3)c2n1 ; COCCN(C)c1nc(C(=O)NC(C)CN)cn2cc(-c3ccc(CC#N)nn3)nc12
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1-c1ccc(F)c(F)c1 ; CCC(=Cc1c(C2CCN(c3ncc(CNCNCCOC)nc3-c3nc(F)cn3C(F)(F)F)CC2)ncnc1N)c1cnc(F)nc1
Cc1cc(-c2nc(CNCCC3CC3)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(CNCCC3CC3)cn2N2CCCC(c3c([11C]#N)ncnc3C)C2)ncc1[18F]
