Modified,Initial,Delta
7.459993333333335,5.626518321733336,1.8334750115999991
7.05555555555556,5.577978318593339,1.4775772369622207
7.111333333333337,5.669444985260006,1.4418883480733307
7.100999999999999,5.707911651926672,1.3930883480733272
7.0042000000000035,5.67177831859334,1.3324216814066636
7.066033333333338,5.80297831859334,1.2630550147399981
7.3593111111111105,6.344946825396823,1.0143642857142874
7.423066666666664,6.469419047619048,0.953647619047616
7.521987777777781,6.5741966666666665,0.9477911111111146
7.360650000000002,6.4159149471622205,0.9447350528377818
7.537372222222222,6.60200050271778,0.9353717195044426
7.502548888888887,6.58107050271778,0.9214783861711071
7.495444444444446,6.607333333333336,0.88811111111111
7.1760388888888915,6.317649769260004,0.8583891196288871
7.27788888888889,6.454314947162226,0.8235739417266643
7.379800000000003,6.598450000000002,0.7813500000000007
7.420872222222218,6.640226058273333,0.7806461639488846
7.135604444444443,6.371166666666668,0.7644377777777747
7.086038888888892,6.340266666666668,0.7457722222222234
7.487778888888889,6.745000000000002,0.7427788888888873
7.261866666666666,6.542737169384444,0.7191294972822222
7.386954444444445,6.670042222222223,0.7169122222222217
7.5070600000000045,6.802974947162225,0.7040850528377796
7.552820000000003,6.849782222222222,0.703037777777781
7.5714066666666655,6.873232222222223,0.6981744444444429
7.052545555555557,6.382716666666668,0.6698288888888895
7.487483333333334,6.8214500000000005,0.6660333333333339
7.097506666666668,6.464594444444446,0.6329122222222221
7.170315555555562,6.574339999999999,0.5959755555555626
7.147767777777776,6.552283333333336,0.5954844444444403
7.401133333333335,6.811333333333334,0.5898000000000012
7.198160000000004,6.609180158730159,0.588979841269845
7.52097666666667,6.93841272494,0.5825639417266704
7.29702666666667,6.741066666666668,0.5559600000000025
7.161200000000002,6.606139160866664,0.555060839133338
7.042477777777784,6.499340000000001,0.5431377777777833
7.163101111111115,6.621233333333333,0.5418677777777825
7.269050000000001,6.73428888888889,0.534761111111111
7.240380000000002,6.718874444444445,0.5215055555555566
7.047638888888887,6.555826058273332,0.49181283061555536
7.061500000000004,6.5792266666666634,0.48227333333334066
7.019634444444444,6.538306058273335,0.48132838617110885
7.291,6.815648280495557,0.47535171950444344
7.0052190476190495,6.531018888888889,0.4742001587301603
7.086038888888892,6.627283333333336,0.45875555555555536
7.086038888888892,6.627283333333336,0.45875555555555536
7.039700000000004,6.582896825396828,0.4568031746031762
7.085500000000005,6.644181613828889,0.4413183861711163
7.013333333333334,6.58989272494,0.4234406083933333
7.094200000000001,6.673544444444448,0.4206555555555527
7.019720000000005,6.626294444444445,0.39342555555555947
7.115866666666665,6.749616666666667,0.3662499999999973
7.029016666666668,6.706211111111114,0.32280555555555424
7.082150000000001,6.763677777777782,0.31847222222221916
7.178866666666668,6.863733333333336,0.31513333333333193
7.058016666666667,6.763677777777782,0.29433888888888493
7.175077777777778,6.902011111111113,0.273066666666665
7.194928888888894,6.935578888888892,0.2593500000000022
7.153666666666668,6.895633333333336,0.2580333333333318
7.131711111111114,6.879555555555554,0.2521555555555599
7.078555555555554,6.842442724939999,0.23611283061555532
7.0308166666666665,6.7977111111111155,0.23310555555555101
7.171833333333334,6.946161111111118,0.22567222222221606
7.14881111111111,6.924311111111112,0.22449999999999815
7.102800000000002,6.881333333333337,0.22146666666666537
7.106266666666668,6.885266666666669,0.2209999999999992
7.138406666666667,6.921579999999999,0.21682666666666783
7.094255555555556,6.88314444444445,0.21111111111110592
7.147566666666666,6.941711111111111,0.20585555555555501
7.009266666666667,6.8069999999999995,0.20226666666666748
7.021364444444447,6.820694444444447,0.20066999999999968
7.0839333333333325,6.886199999999997,0.19773333333333554
7.16126666666667,6.981833333333339,0.1794333333333311
7.013866666666664,6.840900000000003,0.17296666666666116
7.072600000000005,6.902533333333335,0.1700666666666697
7.1250666666666715,6.9558444444444465,0.16922222222222505
7.130840000000003,6.964422222222225,0.16641777777777733
7.118266666666671,6.952177777777781,0.16608888888889073
7.087133333333333,6.925866666666668,0.16126666666666534
7.114608888888889,6.960133333333333,0.15447555555555592
7.084133333333331,6.930939391606667,0.15319394172666456
7.005166666666664,6.863700000000001,0.14146666666666352
7.056894444444442,6.920546666666666,0.13634777777777618
7.042766666666666,6.909111111111113,0.13365555555555275
7.0528,6.919622222222226,0.1331777777777745
7.009394444444441,6.883155555555554,0.1262388888888868
7.077166666666665,6.956794444444448,0.12037222222221722
7.012294444444445,6.908666666666666,0.10362777777777854
7.067493333333337,6.967100000000003,0.10039333333333378
7.055962222222221,6.957122222222223,0.09883999999999826
7.060388888888891,6.9627222222222205,0.09766666666667057
7.036800000000003,6.949866666666667,0.0869333333333362
7.0752666666666695,6.990433333333336,0.0848333333333331
7.036600000000004,6.953500000000004,0.08310000000000084
7.019105555555555,6.942072222222224,0.07703333333333084
7.016933333333333,6.942833333333336,0.07409999999999695
7.0237666666666705,6.9804100000000044,0.043356666666666044
7.002033333333332,6.990433333333334,0.011599999999998722
