Initial molecule ; Modified molecule
CNC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)cc(S(=O)(=O)CC3CCCCC3)n2)cc1 ; CC(=O)N(C)c1ccc(-c2nc(S(=O)(=O)CC3CCCCC3)nc(N3CCOC[C@H]3CN)n2)cc1
CNc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)CC2)c1Cl ; CNc1ncnc([C@H]2CCCN(c3ccc(-c4cc(C(F)(F)F)ccn4)cc3CCN3CCC3)C2)c1Cl
CC(=O)Nc1cc(Nc2cnn3c(C#N)cc(NC4CC4)nc23)cnc1C ; CC(=O)Nc1cc(Nc2c3nc(NCC4CC4)cc(C#N)n3nc2)cnc1C
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(O)c(Sc3ncn[nH]3)c2)cc1 ; N[C@@H](COCc1cc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)ccc1O)COc1ncn[nH]1
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1 ; CCCNS(=O)(=O)c1nn(-c2ccc3[nH]ccc3c2)c(CCOCC)n1
Nc1ncccc1-c1nc2cc(C3CCCC3)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1 ; Nc1ncccc1-c1nc2cc(C3CCCC3)cnc2n1-c1ncc(CNC(=O)c2ccccc2)cn1
CC(=O)Nc1nc(C)c(-c2cnc(S(C)(=O)=O)o2)s1 ; C#CCc1c(-c2ccc(S(C)(=O)=O)s2)sc(NC(C)=O)n1
O=c1cc(N2CCOCC2)nc(Cc2nc3cc(F)ccc3n2C2CC2)[nH]1 ; COCCN(C)c1cc(=O)[nH]c(Cc2nc3cc(F)ccc3n2C2CC2)n1
C[C@@H]1C[C@H](N(C)C(=O)CC(C)(C)C)CN(c2cc(-c3n[nH]c4cc(N)ccc34)nc(N)n2)C1 ; C[C@@H]1C[C@H](NC(=O)CC(C)(C)C)CN(c2nn(N)c(-c3noc4ccc(CC#N)cc34)n2)C1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3F)cn2CCN2CCCC2)CC1 ; CCc1c(N)ncnc1N1CCCC(c2nc(-c3nc([18F])cn3OCCOCCF)cn2CCN(CC)CC)C1
CC[C@@H]1CO[C@@H](NC(=O)C2CCCCC2)CN1c1cc(-c2n[nH]c3cc(N)ccc23)nc(NC)n1 ; CNc1nc(N2C[C@H](OC(=O)CC(C)C)OC[C@H]2N(C)C)cc(-c2n[nH]c3cc(CC#N)ccc23)n1
Nc1cc(C(F)(F)F)c(-c2cc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cn1 ; Nc1cc(OC(F)(F)C(F)F)c(-c2cc(N3C4CCC3COC4)nc(N3C4COCC3COC4)n2)cn1
Nc1cc(C(F)F)c(-c2cc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cn1 ; NC[C@H](O)c1c(-c2cc(N3C4CCC3COC4)nc(N3C4COCC3COC4)n2)cnc(N)c1
Nc1cc(C(F)F)c(-c2nc(N3CCOCC3)cc(N3CCOCC3)n2)cn1 ; COCCN(C)c1c(N2CCOCC2)nc(-c2c([C@@H](O)CN)cc(N)nc2)s1
Cn1ccc(-c2ccc(-c3cnc4c(N)nc([C@H]5C[C@@H]6CC[C@H](C5)N6C(=O)c5nnc[nH]5)cn34)cn2)n1 ; N#Cn1ccc(-c2ccc(-c3cnc4c(C(=O)O)nc([C@H]5C[C@@H]6CC[C@H](C5)N6[C@@H](O)c5ncn[nH]5)cn34)cn2)n1
CC(C)Oc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1 ; CCN(CC)CNn1cc(-c2nc([18F])cn2Cl)nc1C1CCN(c2nc(N)nn2NC)CC1
Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCC2)CC1 ; CCN(CC)CNn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCCN(c2nc(N)nn2C)C1
CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O ; N=C(N)c1c(NC(=O)NN2c3cccc(Cl)c3CC2N)nc(N2CCOCC2)s1
