Modified,Initial,Delta
6.771066666666673,5.138931111111113,1.6321355555555606
7.248672222222222,5.837931982366668,1.4107402398555537
7.358766666666664,6.045485714285716,1.313280952380948
7.8686000000000105,6.6078633333333325,1.260736666666678
6.704933333333332,5.495666666666671,1.209266666666661
7.853555555555553,6.749355555555556,1.104199999999997
8.192291111111102,7.22751111111111,0.9647799999999913
7.719600000000003,6.776863333333331,0.9427366666666721
7.964066666666666,7.111183333333332,0.8528833333333337
7.719600000000003,6.878529999999999,0.8410700000000046
7.5443277777777755,6.71865,0.8256777777777753
7.4876166666666695,6.670266666666667,0.8173500000000029
7.434333333333332,6.635866666666669,0.7984666666666635
7.915450000000001,7.127577777777783,0.7878722222222176
7.6126000000000005,6.866666666666668,0.7459333333333324
8.072788888888882,7.345177777777782,0.7276111111110994
7.9329266666666625,7.20910666666667,0.7238199999999928
7.628866666666666,6.915166666666667,0.7136999999999993
6.7639555555555555,6.078333333333333,0.6856222222222224
7.4042777777777795,6.724713333333339,0.6795644444444404
7.910133333333336,7.258733333333333,0.6514000000000033
7.073044444444448,6.424391111111114,0.6486533333333337
7.4876166666666695,6.856894444444445,0.6307222222222242
7.2091999999999965,6.579366666666666,0.6298333333333304
7.032000000000007,6.403817777777782,0.6281822222222253
6.45531999999999,5.832785449879998,0.6225345501199921
7.375500000000003,6.758442222222227,0.6170577777777764
7.031094444444444,6.42053,0.610564444444444
7.451800000000006,6.84152777777778,0.6102722222222257
7.2096833333333326,6.605250000000001,0.6044333333333318
7.641666666666665,7.039266666666665,0.6024000000000003
7.480660000000001,6.878783333333334,0.6018766666666675
7.417444444444444,6.82921111111111,0.588233333333334
7.822800000000002,7.236400000000006,0.5863999999999958
7.162766666666666,6.57642222222222,0.5863444444444461
7.360577777777782,6.7901022222222265,0.5704755555555554
6.174553710986667,5.618571992913337,0.5559817180733306
8.847133333333327,8.32853333333333,0.5185999999999975
8.190999999999995,7.675866666666669,0.5151333333333268
5.865185219140004,5.356271663939682,0.5089135552003219
7.853555555555553,7.3535666666666675,0.49998888888888526
7.945600000000005,7.461459999999997,0.484140000000008
