Initial molecule ; Modified molecule
Cc1cc(-c2nc(CCN3CCC3)cn2N2CCC(c3c(N)ncnc3Br)CC2)ccc1F ; Cc1cc(-c2nc(CC[18F])cn2N2CCC(c3c(Br)ncnc3N)CC2)ccc1[18F]
CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)ccn1 ; CC(C)c1cc(-c2cn(OCN3CCC3)c(C3CCN(c4ncnc(N)c4CF)CC3)n2)ccn1
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12 ; Cc1n[nH]c2ccc(-c3cncc(CC[C@@H](C)Cc4cccc5c4[nH]cc5)c3)cc12
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4ccco4)cc32)c1)Cc1c[nH]c2ccccc12 ; C[C@H](CCc1cc(C2C(=O)Nc3ccc(-c4ccco4)cc32)cnc1)Cc1cccc2c1[nH]cc2
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12 ; Cc1n[nH]c2cnc(-c3cncc(CC[C@@H](C)Cc4cccc5c4[nH]cc5)c3)cc12
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1 ; CCc1c(N)ncnc1N1CCC(c2cc(-c3cc(F)ccc3Cl)ccc2CCN(CC)CC)CC1
CCNCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2OC(C)C)CC1 ; CCNCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCCN(c2ncnc(N)c2NC(C)C)C1
Cc1cc(-c2nc(NCCC3CCCC3)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(NCCC3CCCOC3)cn2N2CCC(c3c(C#N)ncnc3N)CC2)ccc1[18F]
CC(C)CNCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C#N)CC1 ; CC(C)(C)OC(=O)NCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2[11C]#N)CC1
Cc1ccc(C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc32)o1 ; NCc1ccc(C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5cccc6c5[nH]cc6)c4)cc32)o1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; N#Cc1c(N)ncnc1N1CCC(c2cc(-c3cc([18F])ccc3C(F)(F)F)ccc2CCNC2CCCC2)CC1
CCOc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CCN(CC)CC)CC1 ; CCN(CC)Cn1cc(-c2cc(F)ccc2C)nc1C1CCN(c2ncnc(N)c2OC)CC1
Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; C#CCc1cc(-c2nc(SCCN(C)C)cn2N2CCC(c3c([11C]#N)ncnc3N)CC2)ccc1[18F]
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4cccs4)cc32)c1)Cc1c[nH]c2ccccc12 ; C[C@H](CCc1cc(C2C(=O)Nc3ccc(-c4cccs4)cc32)cnc1)Cc1cccc2c1[nH]cc2
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2[C@@H](C)[C@@H]2CN(C)CCN2S(C)(=O)=O)cc1F ; COc1ncc(Nc2cc(-c3nc(C)nc(I)n3)cnc2[C@@H](C)[C@@H]2CN(C)CCN2S(C)(=O)=O)cc1[18F]
N[C@H](COc1cncc(-c2n[nH]c3ccc(Cl)cc23)c1)Cc1c[nH]c2ccccc12 ; C[C@H](CCc1cc(-c2n[nH]c3ccc(Cl)cc23)cnc1)Cc1cccc2c1[nH]cc2
Nc1nc(N2[C@H]3CC[C@@H]2C[C@@H](C(=O)c2nnc[nH]2)C3)cn2c(-c3ccc(-c4ccccc4)nc3)cnc12 ; Nc1nc(N2[C@H]3CC[C@@H]2C[C@@H](C(=O)c2ncn[nH]2)C3)cn2c(-c3ccc(-n4cccc4)nc3)cnc12
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1Cl ; CCCNc1ccc(OC(F)(F)F)c(-c2nc(CCN3CCC3)cn2N2CCC[C@H](c3c(NC)c(N)ncn3)C2)c1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1C=O ; CCCNc1ccc(C(F)(F)F)c(-c2nc(NCCCN(CC)CC)cn2N2CCC[C@H](c3c(C=O)c(N)ncn3)C2)c1
CCc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12 ; CCc1n[nH]c2ccc(-c3cncc(CC[C@@H](C)Cc4cccc5c4[nH]cc5)c3)cc12
N[C@H](COc1cncc(-c2n[nH]c3ccc(-c4ccc[nH]4)cc23)c1)Cc1c[nH]c2ccccc12 ; C[C@H](CCc1cc(-c2n[nH]c3ccc(-c4ccc[nH]4)cc23)cnc1)Cc1cccc2c1[nH]cc2
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)cnc3Cl)cn2CCN2CCC2)CC1 ; N#CCc1c(C#N)c(N2CCC(c3cc(-c4cc(F)cnc4Cl)ccc3CCN3CCC3)CC2)ncn1
N[C@H](COc1cncc(-c2n[nH]c3ccc(-c4cccs4)cc23)c1)Cc1c[nH]c2ccccc12 ; C[C@H](CCc1cc(-c2n[nH]c3ccc(-c4cccs4)cc23)cnc1)Cc1cccc2c1[nH]cc2
Cc1nc(N)nc(-c2cc(C3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1 ; C#CCc1nc(N)nc(-c2cc(C3CCOCC3)cnc2Nc2cnc(Cl)c(CS(C)(=O)=O)c2)n1
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1C=O ; Nc1ncnc([C@H]2CCCN(n3cc(NCCCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)C2)c1C=O
CNCCn1cc(-c2cc(C(F)(F)F)ccn2)nc1C1CCN(c2ncnc(N)c2Cl)CC1 ; CNCCn1cc(-c2cc(C(F)(F)F)ccn2)nc1C1CCN(c2cccc(NC)c2N)CC1
Cc1cc(-c2nc(CCNCC(C)C)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(CCNCC(C)C)cn2N2CCC(c3c([11C]#N)ncnc3N)CC2)ccc1[18F]
N[C@H](COc1cncc(C2C(=O)Nc3ccc(Cc4ccco4)cc32)c1)Cc1ccccc1 ; N[C@H](COc1cc(C2C(=O)Nc3ccc(Cc4ncco4)cc32)cnc1)Cn1cccc1
CC(=O)NC1CCN(c2cccc(-c3ccc4nc(-c5ncccc5N)n(-c5ccc(C6(N)CCC6)cc5)c4n3)c2)CC1 ; CC(=O)NC1CCN(c2cccc(-c3ccc4nc(-c5ncccc5I)n(-c5ccc(C6(I)CCC6)cc5)c4n3)c2)CC1
