Initial molecule ; Modified molecule
Cc1cc(-c2nc(CCN3CCC3)cn2N2CCC(c3c(N)ncnc3Br)CC2)ccc1F ; Cc1cc(-c2nc(CC[18F])cn2N2CCC(c3c(Br)ncnc3N)CC2)ccc1F
CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)ccn1 ; CCN(C)CCn1cc(-c2ccnc(C(C)C)c2)nc1C1CCN(c2ncnc(N)c2Br)CC1
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12 ; Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc5c4[nH]cc5)c3)cc12
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4ccco4)cc32)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(C2C(=O)Nc3ccc(-c4ccco4)cc32)cnc1)Cc1cccc2c1[nH]cc2
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CC2CN(C)C2)CC1 ; CCc1c(C(=O)O)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CC2CN(C)C2)CC1
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12 ; Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc5c4[nH]cc5)c3)cc12
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1 ; CCc1c(CC#N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1
Cc1cc(-c2nc(NCCC3CCCC3)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(NCCC3CCCOC3)cn2N2CCC(c3c(C#N)ncnc3N)CC2)ccc1F
Cc1ccc(C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc32)o1 ; Cc1cc(C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc32)c[nH]1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; N#CCc1c(C#N)c(N2CCC(c3nc(-c4cc(F)ccc4C(F)(F)F)cn3CCNC3CCCC3)CC2)ncn1
CCOc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CCN(CC)CC)CC1 ; CCOc1c(N)n(N2CCC(c3nc(-c4cc(F)ccc4C)cn3CCN(CC)CC)CC2)nc1
CCc1ncc(C[C@H](N)COc2c[nH]c3ccccc23)cc1-c1ccc2cnccc2c1 ; CCc1ncc(C[C@H](N)COc2c[nH]c3ccccc23)cc1-c1ccnc2ccccc12
Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(C#N)ncnc3C)CC2)ccc1F
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4cccs4)cc32)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(C2C(=O)Nc3ccc(-c4cccs4)cc32)cnc1)Cc1cccc2c1[nH]cc2
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2C[C@H]2CN(C)CCN2S(C)(=O)=O)cc1F ; COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2C[C@H]2CN(CC(=O)O)CCN2S(C)(=O)=O)cc1F
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2[C@@H](C)[C@@H]2CN(C)CCN2S(C)(=O)=O)cc1F ; COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2[C@@H](C)[C@@H]2CN(CC(=O)O)CCN2S(C)(=O)=O)cc1F
N[C@H](COc1cncc(-c2n[nH]c3ccc(Cl)cc23)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2n[nH]c3ccc(Cl)cc23)cnc1)Cc1cccc2c1[nH]cc2
Nc1nc(N2[C@H]3CC[C@@H]2C[C@@H](C(=O)c2nnc[nH]2)C3)cn2c(-c3ccc(-c4ccccc4)nc3)cnc12 ; Nc1cn2cc(N3[C@H]4CC[C@@H]3C[C@@H](C(=O)c3nnc[nH]3)C4)nc2c(-c2ccc(-c3ccccc3)nc2)n1
