Initial molecule ; Modified molecule
CC(=O)Nc1cc(Nc2cnn3c(C#N)cc(NC4CC4)nc23)cnc1C ; CCCCNc1nc2c(Nc3cnc(C)c(C(=O)OC)c3)cnn2c(C#N)c1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2ccc(F)cc21 ; O=C(Cc1cc(=O)[nH]c(C2CCCC2)n1)N1CCc2ccc(F)cc21
NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1 ; O=C(O)C1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1
O=C(Cc1cc(=O)[nH]c(-c2ccncc2)n1)N1CCc2c(F)cccc21 ; O=C(Cc1cc(=O)[nH]c(-c2ncnc2)n1)N1CCc2c(F)cccc21
Nc1cc(N2CCC(c3nc(-c4cc(F)ccc4C(F)(F)F)cn3CCN3CCCCC3)CC2)ncn1 ; Nc1cc(N2CCC(c3cc(-c4cc([18F])ccc4C(F)(F)F)ccc3CCN3CCCCC3)CC2)ncn1
CC(=O)N1CCc2ccc(Nc3cc(NC4CC4)n4ncc(C#N)c4n3)cc21 ; N#Cn1c(NC2CC2)nc2cnc(Nc3c4CCN(C(N)=O)c4ccc3)nc21
CS(=O)(=O)C1(c2cc(-c3cc(C(F)(F)F)ncc3N)nc(N3CCOCC3)n2)CCC1 ; CS(=O)(=O)C1(c2nn(N3CCOCC3)c(-c3cc(C(F)(F)F)ncc3C(=O)O)n2)COC1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cn[nH]c3)cn2CCN2CCC2)CC1 ; NC(=O)c1c(N)[nH]nc1N1CC=C(c2cc(-c3c[nH]nc3)ccc2CCN2CCC2)CC1
Cc1nc(N)nc(-n2c(Nc3ccon3)nc3ccccc32)n1 ; Cc1ccc(-n2c(CCNc3nocc3)nc3ccccc32)cc1C(=O)O
CC1CN(C(=O)Cc2nc(N3CCOCC3)sc2C(N)=O)c2ccccc21 ; Cc1c2CCN(C(=O)Cc3cnc(N4CCOCC4)cc3C(N)=O)c2ccc1
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCCC2)CC1 ; CC(C)(CO)n1nc(CC#N)nc1N1CCCC(c2cc(-c3cc(F)ccc3OC(F)(F)C(F)F)ccc2CCN2CCCCC2)C1
CC(C)N(C)CCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1 ; CC(C)N(C)CCc1ccc([C@@H](F)C(F)(F)F)c([C@@H]2OCc3ncnc(C4CCN(c5ncnc(N)c5C(N)=O)CC4)c32)c1
Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1 ; O=C(O)c1cn(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c(=O)[nH]c1=O
COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1cc(F)cc(F)c1 ; COc1ncc(-c2cn3c(=O)ccnc3cc2)cc1NS(=O)(=O)c1cc(F)cc([18F])c1
CS(=O)(=O)Cc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1 ; CS(=O)(=O)Nc1nc2ccc(-c3ncc4nc(NC5CC5)n(C#N)c4n3)cc2o1
Cn1c(Cc2cc(=O)[nH]c(N3CCOCC3)n2)nc2c(-c3ccccc3)cccc21 ; Cn1c(Cc2cc(=O)[nH]c(N3CCOCC3)n2)nc2c(-n3cccc3)cccc21
Cc1nc(N)nc(-n2c(Nc3ccon3)nc3ccccc32)n1 ; NCc1nc(N)nc(-n2c(Nc3nocc3)nc3ccccc32)n1
Nc1ncccc1-c1nc2cc(C3CCCC3)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1 ; Nc1nccnc1-c1nc2cc(N3CCOCC3)cnc2n1-c1ccc(N2C(=O)NC(c3ccccc3)C2=O)cc1
CC(=O)Nc1ccc(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)cc1 ; CCC(=O)Nc1ccc(-c2cncc(CC[C@@H](C)Cc3c[nH]c4ccccc34)c2)cc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1 ; Nc1c([N+](=O)[O-])cnn1N1C[C@H]2C[C@@]2(c2nc(-c3cc(F)ccc3)cn2NCN2CCCC2)C1
N[C@H](COc1cncc(-c2ccncc2)c1)Cc1c[nH]c2ccccc12 ; C[C@H](CCc1cc(-c2cscc2)cnc1)Cc1c[nH]c2ccccc12
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3F)cn2CCN2CCCC2)CC1 ; N#Cc1c(N)ncnc1N1CCC(c2cc(-c3nc(F)cn3F)ccc2CCN2CCCC2)CC1
CC(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccccc1 ; CC(NC(=O)N1CCC(C(=O)O)(c2ncnc3c2cc[nH]3)CC1)c1ccccc1
CN1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1 ; COCCN(C)c1cc(=O)[nH]c(CC(=O)N2CCc3c2cccc3CN2CCN(N)CC2)n1
