Initial molecule ; Modified molecule
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccsc1 ; O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cscc1
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1-c1cc[nH]c1 ; Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1-c1c[nH]cc1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1 ; N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(C(F)(F)F)ccc3)cn2CCN2CCCC2)CC1
CCN(c1ccnc(-c2nc3ccc(NC(C)=O)cc3s2)n1)S(=O)(=O)c1ccc(OC)cc1 ; CCN(c1nc(-c2nc3ccc(NC(C)=O)cc3s2)ncc1)S(=O)(=O)c1ccc(OC)cc1
N[C@H](COc1cncc(-c2n[nH]c3ccc(C=O)cc23)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2n[nH]c3ccc(C=O)cc23)cnc1)Cc1c[nH]c2ccccc12
N[C@H](COc1cncc(C=Cc2cc(CNc3ccccc3)ccn2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(C=Cc2cc(CNc3ccccc3)ccn2)cnc1)Cc1c[nH]c2ccccc12
N[C@H](COc1cncc(-c2ccc3nnccc3c2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2ccc3nnccc3c2)cnc1)Cc1c[nH]c2ccccc12
CNC(=O)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)cnc1N ; CNC(=O)c1nc(-c2cc(NS(=O)(=O)c3ccccc3)ccc2)cnc1N
N[C@H](COc1cncc(C=Cc2ccncc2)c1)Cc1cccc2ccccc12 ; N[C@H](COc1cc(C=Cc2ccncc2)cnc1)Cc1cccc2ccccc12
NC(=O)c1ccc(N2CCC(c3cccc(C(F)(F)F)c3)C(N)C2)c2cncnc12 ; NC(=O)c1ccc(N2CCC(c3cc(C(F)(F)F)ccc3)C(N)C2)c2cncnc12
CCc1c(N)ncnc1N1CCC(c2nc(-c3cncc(Cl)c3)cn2CCN2CCC2)CC1 ; CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(Cl)cnc3)cn2CCN2CCC2)CC1
N[C@H](COc1cncc(-c2ccc3[nH]c(=O)sc3c2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2ccc3[nH]c(=O)sc3c2)cnc1)Cc1c[nH]c2ccccc12
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(F)ccc21 ; NC(=O)c1c(CC(=O)N2CCc3cc(F)ccc32)nc(N2CCOCC2)s1
Cc1nc(C(=O)N[C@@]2(C(N)=O)CCCN2C)sc1-c1csc(C(C)(C)C)n1 ; Cc1c(-c2csc(C(C)(C)C)n2)sc(C(=O)N[C@@]2(C(N)=O)CCCN2C)n1
N[C@H](COc1cncc(CCc2ccncc2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(CCc2ccncc2)cnc1)Cc1c[nH]c2ccccc12
Cc1nc(N)nc(-c2c(Nc3cccc4[nH]ncc34)nc3ccccn23)n1 ; Cc1nc(N)nc(-c2c(Nc3cccc4c3cn[nH]4)nc3ccccn23)n1
Cn1c(C(=O)Cc2cccc3c2CCN3F)nc(N2CCOCC2)cc1=O ; Cn1c(C(=O)Cc2c3CCN(F)c3ccc2)nc(N2CCOCC2)cc1=O
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cn[nH]c3)cn2CCN2CCC2)CC1 ; NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3c[nH]nc3)cn2CCN2CCC2)CC1
NC1(c2ccc(-n3c(-c4cc[nH]n4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1 ; NC1(c2ccc(-n3c(-c4n[nH]cc4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1
CNCCn1cc(-c2cc(F)ccc2C)nc1C1CCN(c2ncnc(N)c2-c2cn[nH]c2)CC1 ; CNCCn1cc(-c2cc(F)ccc2C)nc1C1CCN(c2ncnc(N)c2-c2c[nH]nc2)CC1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1ccnc(C(C)(C)C)c1 ; Cc1c(-c2ccnc(C(C)(C)C)c2)sc(C(=O)N[C@H]2CCCN2C(N)=O)n1
C[C@]1(NC(=O)c2ccc(F)cn2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1 ; C[C@]1(NC(=O)c2ccc(F)cn2)CCCN1c1nn2cccc2c(Nc2cc(C3CC3)n[nH]2)n1
N[C@H](COc1cncc(C=Cc2ccncc2)c1)Cc1cccc2ccccc12 ; N[C@H](COc1cc(C=Cc2ccncc2)cnc1)Cc1cccc2ccccc12
CN(C)CCC(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1 ; CN(C)CCC(NC(=O)N1CCC(N)(c2ncnc3c2cc[nH]3)CC1)c1ccc(Cl)cc1
CS(=O)(=O)NCC(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1 ; CS(=O)(=O)NCC(NC(=O)N1CCC(N)(c2ncnc3c2cc[nH]3)CC1)c1ccc(Cl)cc1
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1 ; CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4c3cc[nH]4)n2)CC1
CN(C)CC(=O)N1CCC(c2cc(-c3nc(N)cnc3-n3nnc4ccccc43)n(C)n2)CC1 ; CN(C)CC(=O)N1CCC(c2nn(C)c(-c3nc(N)cnc3-n3nnc4ccccc43)c2)CC1
Cc1cccc2oc(Cc3nc(N4CCOCC4)cc(=O)[nH]3)nc12 ; Cc1cccc2c1nc(Cc1nc(N3CCOCC3)cc(=O)[nH]1)o2
C[C@]1(NC(=O)c2ccc(F)cn2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1 ; C[C@]1(NC(=O)c2ccc(F)cn2)CCCN1c1nn2cccc2c(Nc2cc(C3CC3)n[nH]2)n1
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1 ; CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4c3cc[nH]4)n2)CC1
Nc1ncccc1-c1nc2ccc(-c3cccc(C(=O)NC4CC4)c3)nc2n1-c1ccc(C2(N)CCC2)cc1 ; Nc1ncccc1-c1nc2ccc(-c3cc(C(=O)NC4CC4)ccc3)nc2n1-c1ccc(C2(N)CCC2)cc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cncc(C)c3)cn2CCN2CCC2)CC1 ; CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(C)cnc3)cn2CCN2CCC2)CC1
Cc1nc(C(=O)N[C@]23C[C@H]2CCN3C(N)=O)sc1-c1csc(C(C)(C)C)n1 ; Cc1c(-c2csc(C(C)(C)C)n2)sc(C(=O)N[C@]23C[C@H]2CCN3C(N)=O)n1
