Initial molecule ; Modified molecule
Nc1cc2[nH]nc(Cl)c2cc1-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 ; CCCSc1c(-c2cc(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc(N)c2)ccc2ncnn12
CC(=O)Nc1nc(C)c(-c2cnc(Sc3cccnc3)o2)s1 ; CNC(=O)Nc1nc(C)c(-c2ccc(COC[C@H](N)COc3cccnc3)o2)s1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; CCC(CC)Nn1cc(-c2cc([18F])ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C#N)CC1
COc1ncc(Nc2c(N3CCN(C(C)C)CC3)nc3ccc(-c4nc(C)nc(N)n4)cn23)cc1F ; COc1ccc(Nc2c(N3CCN(C(C)C)CC3)nc3ccc(-c4nc(C)nc(N)n4)cn23)cc1[18F]
Cn1c(NC(=O)Cc2cc(F)ccc2I)nc(N2CCOCC2)cc1=O ; COCCN(C)N1c2ccccc2[C@@H](NC(=O)Cc2cc([18F])ccc2C(=N)N)[C@H]1C
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c(-c3ccncc3)cccc21 ; O=c1cc([C@]2(N3CCc4c(-c5ccnnc5)cccc43)OCCO2)nc(N2CCOCC2)[nH]1
O=c1cc(N2CCOCC2)nc(Cc2nc3cccc(-c4ccccc4)c3o2)[nH]1 ; c1ccc(-c2c3oc(Cc4ncccc4N4CCOCC4)nc3ccc2)cc1
Cc1cc2c(-c3cncc(C[C@H](N)COc4ccc(F)c(C)c4)c3)n[nH]c2cn1 ; Cc1cc2c(cn1)[nH]nc2-c1cncc(CCCCCc2ncc([18F])c(N)c2)c1
CC(C)NCC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3c2[C@@H](C)SC3)CC1 ; CNc1ccc(C2=NO[C@@H](C3CC=C(c4ncnc5c4[C@@H](C)SC5)CC3)C2)cc1
C[C@H]1COCCN1c1nc(-c2cc(F)ncc2N)cc(C(C)(C)S(C)(=O)=O)n1 ; CCCNc1cc(C(=O)O)c(-c2cc(C(C)(C)S(C)(=O)=O)nc(N3CCOC[C@H]3C)n2)o1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccc(F)cc1F ; COCCN(C)c1nc(CC(=O)Nc2ncc(F)cc2F)cc(=O)[nH]1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCC2)CC1 ; CCCSn1cc([18F])nc1-c1cn(NCN2CCC2)c(C2CCN(c3ncnc(N)c3C(N)=O)CC2)n1
