Initial molecule ; Modified molecule
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cn[nH]c3)cn2CCN2CCC2)CC1 ; Cc1c(N2CCNC2=O)c(N2CCC(c3nc(-c4c[nH]nc4)cn3NCN3CCC3)CC2)ncn1
CN(C)CCCOc1ccc(CN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cccc(CO)c5)nc43)CC2)cc1 ; OCCc1cc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Sc5ccc(CBr)cc5)CC4)c3n2)ccc1
NC(=O)c1ccc(NCCc2ccccc2)c2cncnc12 ; NC(=O)c1ccc(NCCn2cccc2)c2cncnc12
COc1ccc(S(=O)(=O)N(C)c2nccc(-c3ccc4nc(NC(C)=O)sc4c3)n2)cc1 ; CNC(=O)Nc1nc2ccc(-c3nc(N(C)S(=O)(=O)c4ccc(OC)cc4)ncc3)cc2s1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3F)cn2CCN2CC(F)C2)CC1 ; CCc1c(N)ncnc1N1CCC(c2ccc(CCN3CC[C@H]([18F])C3)c(-c3cc(Br)ccc3F)c2)CC1
CS(=O)(=O)C1(c2cc(-c3cc(C(F)(F)F)ncc3N)nc(N3CCOCC3)n2)CCC1 ; COCCN(C)n1nc(C2(S(C)(=O)=O)CCC2)nc1-c1cc(C(F)(F)F)ncc1N
CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2c(F)cccc2Cl)cnc1N ; CNC(=O)c1nc(-c2cc(O)ccc2NS(=O)(=O)c2c(NC)cccc2F)nn1I
COc1ncc(-c2ncnc3c2CN(NN2CC[C@H](C(=O)C4CCOCC4)C2)CC3)cc1C ; COCCN(C)C(=S)[C@H]1CCN(ON2CCc3ncnc(-c4ccc(C=O)c(C)c4)c3C2)C1
N[C@H](COc1cncc(-c2cccc(Nc3ncccn3)c2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2cc(Nc3ncccn3)ccc2)cnc1)Cc1cccc2c1[nH]cc2
COc1ccc2[nH]c(Cc3nc(N4CCOCC4)cc(=O)[nH]3)nc2c1 ; O=c1cc(N2CCOCC2)nc(SCc2nc3cc(C4COC4)ccc3[nH]2)[nH]1
C[C@@H](NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1 ; CNc1ccc(C(CCN)NC(=O)N2C[C@H](c3ncnc4c3cc[nH]4)OC[C@H]2I)cc1
CCc1cc(-c2cnc3[nH]cc(-c4ccn[nH]4)c3c2)nc(N)n1 ; CCCCCCOc1nn(I)c(-c2c[nH]c3c2ccnc3-c2ccn[nH]2)n1
Cc1nc(N)nc(-c2cc(C(C)(C)O)cnc2Nc2cncc(S(C)(=O)=O)c2)n1 ; Cc1nc(CN(C(N)=O)c2ccnc(Nc3cccc(OS(C)(=O)=O)c3)c2)nc(C)c1
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3ccccc3c2)cc1 ; CCCCCNS(=O)(=O)c1cn(-n2nc(C(F)(F)F)cc2-c2ccc3ccccc3c2)c(=O)[nH]c1=O
Cc1ccc2nc(Cc3nc(N4CCOCC4)cc(=O)[nH]3)oc2c1 ; COCCN(C)c1cc(=O)[nH]c(SCc2nc3ccc(C)cc3o2)n1
Brc1ccc(C=CCNCCOc2cncc(C=Cc3ccncc3)c2)cc1 ; Brc1ccc(C=CCNCCOc2cncc(C=Cc3ccnnc3)c2)cc1
