Initial molecule ; Modified molecule
C[C@@H]1CC[C@@H](NC(=O)c2ccccc2)CN1c1cc(-c2[nH]nc3cc(N)ccc23)nc(N)n1 ; CCCN(CCCCNC(=O)c1ccccc1)Cc1cc2c(cc1-c1nc(C#N)nn1I)c(N)n[nH]2
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CC(F)C2)CC1 ; CCn1nc(N)nc1N1CCC(c2nc(-c3ccc([18F])cc3)cn2CCN2CC([18F])C2)CC1
CC1SCc2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(Cl)cc4)CC3)c21 ; CNc1ccc(C[C@@H](N)C(=O)N2CCN(c3c4c(ncn3)CSC4CN)CC2)cn1
Nc1ncnc(C2CCN(c3c[nH]c(-c4cc(F)ccc4C(F)(F)F)n3)CC2)c1Br ; C#Cc1cccc(Br)c1C1CCN(n2cc(-c3cc(F)ccc3C(F)(F)F)cn2)CC1
CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2cc(Cl)ccc2Cl)cnc1N ; CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2cc(NC)ccc2COC)nn1I
CONc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1 ; CONc1nc(OC(F)(F)C(F)F)nn1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1
CNC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)cc(S(=O)(=O)Cc3ccccc3)n2)cc1 ; CC(=O)N(C)c1ccc(-c2nc(S(=O)(=O)Cc3cncnc3)nc(N3CCOC[C@H]3CN)n2)cc1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(C3CCCCC3)cn2CCN2CCC2)CC1 ; Cc1c(C(N)=O)c(N2CCC(c3nc(C4CCCO4)cn3NCN3CCC3)CC2)n[nH]1
CCS(=O)(=O)C(C)(C)c1cc(-c2cc(C(F)(F)F)ncc2N)nc(N2CCOCC2)n1 ; CC(C)S(=O)(=O)C(C)(C)c1cc(-c2c(N)cc(C(F)(F)F)o2)nc(N2CCOCC2)n1
CS(=O)(=O)N1CCN(Cc2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1 ; COCCN(C)c1cc(=O)[nH]c(CC(=O)n2ccc3c2CC[C@@H]([C@@H]2C[C@@H]2N2CCN(NS(C)(=O)=O)CC2)C3)n1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CC2CCN2)CC1 ; NC(=O)c1c(N)ncnc1N1CCCC(c2cc(-c3nc([18F])cn3OC(F)(F)C(F)F)ccc2OC2CCN2)C1
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(O)c(Sc3ncn[nH]3)c2)cc1 ; C=C(CC)c1ccc(S(=O)(=O)Nc2ncc([C@@H](C)CO)c(COC[C@H](N)COc3ncn[nH]3)n2)cc1
