Initial molecule , Modified molecule
Nc1ncccc1-c1nc2cc(Br)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1 , Nc1ncccc1-c1nc2cc(OCCCOCCF)cnc2n1-c1ccc(CNC(=O)n2cccc2)cc1
C[C@@H](Nc1c(N)ncnc1C#N)c1nn2ccnc2c(=O)n1-c1ccccc1 , CC(C(=O)c1c(C#N)ncnc1I)c1nn2ccnc2c(=O)n1-c1ccccc1
C[C@@H](Nc1ncnc2[nH]cnc12)c1nn2cccc2c(=O)n1-c1ccccc1 , C[C@@H](Nc1ncnc2c1nc[nH]2)c1cnc2[nH]c(=O)n(-n3cccc3)c2n1
C=C(C)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCCC2)CC1 , C=C(C)n1nc(N)nc1N1CCCC(c2nc(-c3cc([18F])ccc3OC(F)(F)C(F)F)cn2NCN2CCNCC2)C1
CC1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C , Cc1c(N2CCOCC2)nc(CC(=O)c2ccc3CCCC(C)c3c2)[nH]c1=S
Nc1ncccc1-c1nc2ccc(-c3cccnc3)nc2n1-c1ccc(CNC(=O)c2cccc(F)c2)cc1 , C#Cc1ccncc1-c1nc2ccc(-c3cccnn3)nc2n1-c1cn(CC[C@@H](O)c2cccc([18F])c2)c(=O)[nH]c1=O
CN1CCN(c2ccc(-c3cncc(-c4ccc(C#N)cc4)n3)cc2)CC1 , CC(C)Cc1cn(-c2c(-c3ccc([11C]#N)nc3)cnc(CN)c2)c(=O)[nH]c1=O
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCC(C(C)(C)O)CC3)nc2n1 , CCNc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CSN3CCC([C@@H](C)O)CC3)nc2n1
Cc1cc(-c2cccc(OCCCC(F)(F)F)c2Cl)nc(N)n1 , NCc1cc(-c2cccc(OCCCC(F)(F)F)c2Cl)nc(I)n1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3F)cn2CCN2CCC2)CC1 , CCCNCNc1ccc(-c2cc([18F])ccc2F)cc1C1CCCN(c2ncnc(CC#N)c2CC)C1
NCCOc1cncc(C=Cc2ccncc2)c1 , O=CNc1cncc(C=Cc2ccnnc2)c1
