Initial molecule ; Modified molecule
Cc1nc(N)nc(-c2c(Nc3ccc4cccnc4c3)nc3ccccn23)n1 ; NCc1ccc(-c2c(Nc3ccc4cccnc4c3)nc3ccccn23)cc1N
CNCCn1cc(-c2cc(F)ccc2C)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1 ; CCC(=C[C@@H](C)N)c1ccc(C)c([C@@H]2OCc3ncnc(C4CCN(c5cccc(C(N)=O)c5N)CC4)c32)c1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3F)CC2)c1Cl ; CCCNc1ccc(F)c(-c2ccc(N3CCC(c4c(NC)cccc4N)CC3)c(CCN3CCCC3)c2)c1
COc1ncc(-c2ncnc3c2CN(NN2CC[C@H](C(=O)C4CCOCC4)C2)CC3)cc1C(F)(F)F ; COc1ncc(C(=O)NC(=O)NON2CC[C@H](C(=O)C3CCOCC3)C2)cc1C(F)(F)F
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1 ; N#Cc1c(N)ncnc1N1CCC(c2nc(-c3nc(F)cn3Cl)cn2NCN2CCCC2)CC1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(F)cccc21 ; NC(=O)c1c([C@]2(c3c4CCNc4cc(F)c3)OCCO2)nc(N2CCOCC2)s1
COc1cc(Cl)ccc1-c1cc(C)nc(N)n1 ; CCCSc1ccc(-c2nn(I)c(C)n2)c(O[11CH3])c1
Oc1cccc(Nc2nc3ccccc3n2-c2ncnc(NCc3ccccn3)n2)c1 ; Oc1ccnc(OCc2nc(-c3cc(CCc4ccncn4)n[nH]3)c3ccccc3n2)c1
Cn1c(NC(=O)Cc2cccc(Br)c2)nc(N2CCOCC2)cc1=O ; NCc1cc(OCCCOCCF)ccc1CC(=O)N[C@H]1CN(N2CCOCC2)c2ccccc21
NC1(C(CCCc2ccc(Cl)cc2)NC(=O)N2CCCC2)CCN(c2ncnc3[nH]ccc23)CC1 ; CCCSc1ccc(CCCC(NC(=O)N2CCCC2)C2(N)CCN(c3nc4ccc[nH]c-4n3)CC2)cc1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccccc1OCc1cccnc1 ; COCCN(C)c1cc2c(cn1)[nH]nc2CC(=O)Nc1cccn1OCc1cccnn1
