Modified,Initial,Delta
7.537466666666668,6.352000000000009,1.1854666666666587
7.314333333333336,6.138749999999994,1.1755833333333419
7.505866666666666,6.352000000000009,1.1538666666666568
7.2361133333333285,6.218627222222227,1.0174861111111015
7.218600000000003,6.214333333333346,1.0042666666666573
7.0325666666666695,6.0464388888888845,0.986127777777785
7.294444444444443,6.3409999999999975,0.9534444444444459
7.608022222222223,6.722050000000005,0.8859722222222182
7.728994444444441,6.876066666666667,0.852927777777774
7.479200000000004,6.689349206349205,0.7898507936507988
7.464866666666666,6.727599999999993,0.737266666666673
7.619766666666666,6.9350055555555565,0.6847611111111096
7.623955555555555,6.947822222222222,0.6761333333333326
7.393622222222223,6.733666666666674,0.6599555555555492
7.592155555555555,6.956266666666665,0.6358888888888901
7.343748888888886,6.755933333333326,0.5878155555555598
7.114559999999998,6.5674600000000005,0.5470999999999977
7.02305,6.503151111111125,0.5198988888888749
7.183094444444447,6.664716666666667,0.51837777777778
7.280783333333336,6.8136,0.4671833333333355
7.34316666666667,6.8997555555555525,0.44341111111111786
7.301583333333338,6.869366666666666,0.4322166666666716
7.076833333333331,6.664466666666667,0.41236666666666455
7.362811111111112,6.956266666666665,0.4065444444444468
7.04105,6.668066666666673,0.37298333333332767
7.151244444444445,6.780011111111118,0.3712333333333273
7.250933333333334,6.899466666666654,0.35146666666668036
7.002599999999999,6.656599999999997,0.34600000000000186
7.039700000000001,6.72166666666667,0.3180333333333305
7.1313044444444476,6.843025555555558,0.28827888888888964
7.025466666666667,6.739822222222212,0.285644444444455
7.056866666666666,6.790766666666671,0.26609999999999534
7.157399999999999,6.909466666666661,0.24793333333333845
7.187733333333334,6.99175555555556,0.1959777777777738
7.0906666666666665,6.909466666666661,0.1812000000000058
7.034353333333332,6.875066666666656,0.15928666666667635
7.080338888888888,6.981083333333334,0.09925555555555388
7.053400000000002,6.99573333333334,0.05766666666666165
7.032600000000004,6.979240000000007,0.053359999999996965
7.000577777777783,6.994777777777781,0.00580000000000247
