Initial molecule ; Modified molecule
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c(-c3ccccc3)cccc21 ; O=c1cc([C@]2(N3CCc4c(-n5cccc5)cccc43)OCCO2)nc(N2CCOCC2)[nH]1
O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3n2-c2ccccc2)[nH]1 ; O=c1[nH]c2cccc(SCc3ncccc3C3CCCC3)c2n1-c1ccccc1
O=c1[nH]c(-c2ccccc2)c(-c2ccc(CC3CCN(n4c(=O)[nH]c5ccccc54)CC3)cc2)nc1Cc1ccc(O)cc1 ; O=c1[nH]c(-c2cnccn2)c(-c2ccc(SC3CCN(n4c(=O)[nH]c5cccnc54)CC3)cc2)nc1CSc1ccc(S)nc1
O=C(CSc1nnc(OCc2ccc3c(c2)CCCC3)o1)Nc1ncc([N+](=O)[O-])s1 ; C[N+](C)=C1C=CC(=Cc2cnc(OCC(O)Cc3nnc(OCc4cccc5c4CCCC5)o3)s2)C=C1
CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccn1 ; CC(C)c1cc(-c2cn(OCN3CCC3)c(C3CCN(c4ncnc(N)c4CC(N)=O)CC3)n2)ccn1
CC(=O)Nc1nc(C)c(-c2cnc(CC(F)(F)F)o2)s1 ; C#CCc1cc(NC(=O)CC)nn1-c1ccc(CC(F)(F)F)s1
Cn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C=O)CC1 ; C#CCc1ccc([C@@H](F)C(F)(F)F)c([C@@H]2OCc3ncnc(C4CCN(c5ncnc(N)c5NC=O)CC4)c32)c1
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCC2)CC1 ; C=Cn1nc(N)nc1N1CCCC(c2cc(-c3cc(F)ccc3C(F)(F)F)ccc2CCN(CC)CC)C1
N[C@H](COc1cncc(-c2n[nH]c3ccc(Cl)cc23)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2n[nH]c3ccc(Cl)cc23)cnc1)Cc1cccc2c1[nH]cc2
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1ccnc(C2(C)CC2)n1 ; N#Cc1c(-c2ccnc(C3(CN)CC3)n2)sc(C(=O)N[C@H]2CCCN2C(N)=O)n1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1csc(C(C)(C)C)n1 ; Cc1c(-c2csc(C(C)(C)C)n2)sc(C(=O)N[C@H]2CCCN2C(N)=O)n1
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=S)NC3CC3)cc2)n1 ; CC(C)NC(=S)Nc1ccc(-c2cnc(N3CCOC[C@H]3C)c(CS(C)(=O)=O)c2)cc1
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1 ; CCC(CC)n1c(Nc2ccccc2)nc2cnc(Nc3ccc([C@H]4CN(C)CCN4)cc3)nc21
NC(=O)c1ccc(NCCc2ccc(F)cc2)c2cncnc12 ; O=C1OCCN1c1ccc(SCc2ccc([18F])nc2)c2cncnc12
CC(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1 ; CNCC(NC(=O)N1C[C@H](c2ncnc3c2cc[nH]3)OC[C@H]1N)c1ccc(OS(C)(=O)=O)nc1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c(-c3ccncc3)cccc21 ; O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)c1c2CCNc2cc(-c2ccnnc2)c1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1ccnc(C2CCC2)n1 ; CCCCc1nc(-c2c(N)sc(C(=O)NC3C4CCC3CN(C(N)=O)C4)n2)ccn1
C[C@@H]1CC[C@@H](NC(=O)c2ccccc2)CN1c1cc(-c2[nH]nc3cc(N)ccc23)nc(N)n1 ; C[C@@H]1CC[C@@H](NC(=O)c2ccccc2)CN1c1cc(-c2c3ccc(CC#N)cc3n[nH]2)nc(I)n1
O=c1cnc(-c2ccc(CC3CCN(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)[nH]1 ; O=c1[nH]c2ccccc2n1N1CC=C(Cc2ncc(-c3c[nH]c(-n4cccc4)n3)cn2)CC1
Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; C#CCc1cc(-c2nc(SCCN(C)C)cn2N2CCC(c3c([11C]#N)ncnc3N)CC2)ccc1[18F]
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)Nc3cnn(C)c3)cc2)n1 ; C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)Nc3cn(CN)nc3)cc2)n1
NCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; O=[N+]([O-])c1c(-c2ccnc3c2cc[nH]3)sc([C@@H]2OC=N[C@@H]2c2ccccc2)c1
O=C(Cc1cc(=O)[nH]c(C2CN(CO)CCO2)n1)N1CCc2c(Cl)cccc21 ; CNc1cc(C(=O)Cc2cc(=O)[nH]c(C3CN(CCO)CCO3)n2)c2CCNc2c1
CC1CN(CC(=O)c2cc(=O)[nH]c(N3CCOCC3)n2)c2cccc(O)c21 ; NCc1cc2nc(C3CCCC3)nc([C@@H](O)[C@H]3CN(S)c4ccccc43)c2s1
N#Cn1c(C(=O)CN2CCc3ccccc32)nc(N2CCOCC2)cc1=O ; COCCN(C)N1C[C@H](C(=O)Cc2c3CCCN(C#N)c3ccc2)c2ccccc21
O=c1cc(N2CCOCC2)nc(Cc2nc3cc(Br)ccc3[nH]2)[nH]1 ; O=c1cc(N2CCOCC2)nc(Cc2nc3c(CF)cccc3[nH]2)[nH]1
O=c1cc(N2CCOCC2)nc(Cc2nc3cccc(-c4ccccc4)c3o2)[nH]1 ; c1cnc(Cc2nc3cccc(-n4cccc4)c3o2)c(C2CCCC2)c1
Cc1nc(N)nc(-n2c(Nc3cccc(C(N)=O)c3)nc3ccccc32)n1 ; NC(=O)Cc1cc(CCCSc2nc3ccccc3n2-c2nc(N)nc(N)n2)cnc1
N[C@H](COc1cncc(C=Cc2ccncc2)c1)C(c1ccccc1)c1ccccc1 ; N[C@H](COc1cc(C=Cc2ccncc2)cnc1)C(c1ccccc1)n1cccc1
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1 ; CCOCCc1c([18F])c(=O)[nH]c(CC(=O)c2ccc3CCC(CN)Oc3c2)n1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1 ; CCN(CC)CCn1cc(-c2cc(F)ccc2)nc1C1CCN(n2ncc(C(N)=O)c2N)CC1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CC2CNC2)CC1 ; CCCCCCOc1c(CC#N)ncnc1N1CCC(c2nc(-c3nc(F)cn3C(F)(F)F)cn2OC2CNC2)CC1
Cn1c(C(=O)Cc2cccc3c2CCN3OC(F)F)nc(N2CCOCC2)cc1=O ; COCCN(C)N1C[C@H]([C@]2([C@@H]3Cc4ccccc4N3OC(F)F)OC[C@H](C)O2)c2ccccc21
CC1CN(c2cc(=O)[nH]c(CC(=O)N3CCc4c(Cl)cccc43)n2)CCO1 ; CNc1c2CCN(C(=O)Cc3ncccc3C3=NCC[C@H](C)N3)c2ccc1
CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2cccc(C(F)(F)F)c2)cnc1N ; CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2cn(CC(F)(F)F)c(=O)cc2)cnc1I
CS(=O)(=O)c1cccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)c1 ; C#Cc1c([11C]#N)cccc1N1CCC(c2nc(-c3cc(S(C)(=O)=O)ccc3)cn2CCN2CCC2)CC1
CN(C)CCNC(=O)c1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1 ; CNc1ccccc1CCCSc1nc(Nc2ccc(C(=O)NCCN(C)C)cc2)ccc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCC2)CC1 ; CCCCCCOn1nc(N)nc1N1CCCC(c2nc(-c3cc(F)ccc3SCCC)cn2CCN2CCC2)C1
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1N ; Nc1ncnc([C@H]2CCCN(n3cc(NCCCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)C2)c1I
NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1 ; NC(=O)Cc1cc2nc(-c3ccc(C4(I)CC4)cc3)c(-c3cncnc3)n2cc1
O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccc4)cccc3o2)[nH]1 ; O=c1cc(C2CCCC2)nc(Cc2nc3c(-n4cccc4)cccc3o2)[nH]1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c(-c3ccccc3Cl)cccc21 ; CNc1ncccc1-c1c2CCN(C(=O)Cc3n[nH]c4c3cc(N3CCOCC3)nc4)c2ccc1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1F ; Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1[18F]
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(C(F)(F)F)ccn3)CC2)c1-c1cnoc1 ; Nc1ncnc(C2CCN(c3ccc(-c4cc(OC(F)(F)F)ccn4)cc3CCN3CCC3)CC2)c1-c1conc1
CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1 ; C#Cc1ncc(-c2ccc3nc(NC(C)=O)sc3c2)cc1CC(F)(F)F
O=S(=O)(Nc1ncc(Cl)cc1-c1cnc2ccc(N3CCCCC3)cc2n1)c1ccc(F)cc1 ; O=S(=O)(Nc1ncc(Cl)cc1-c1nc2cc(N3CCCCC3)ccc2nc1)c1ccc([18F])cc1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1 ; C#Cc1c([N+](=O)[O-])c(N2C[C@H]3C[C@@]3(c3nc(-c4cc(OCCOCCF)ccc4)cn3NCN(CC)CC)C2)ncn1
CONc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1 ; COCCN(C)n1nc(-n2nc(OC(F)(F)C(F)F)nc2NOC)cc1N1CCOCC1
CCNC(=O)Nc1ccc(-c2nc([C@@H]3COCCN3CC)c3c(ccn3C)n2)cc1 ; CCN1CCCC1c1c2c(nc(-c3ccc(N4CCNC4=O)cc3)n1)ccn2CN
CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)n3)cn2CCN2CCC2)CC1 ; Nc1c([N+](=O)[O-])c(N2C[C@H]3C[C@@]3(c3cc(-c4nc(C(F)(F)F)ncc4)ccc3CCN3CCC3)C2)ncn1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCCC2)CC1 ; N#CCc1nn(C#N)c(N2CCCC(c3nc(-c4nc(F)cn4C(F)(F)F)cn3NCN3CCNCC3)C2)n1
CC1=NN(C(=O)c2ccc(Cl)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)Nc2nnc(C)s2)cc1 ; CC(CCNC[C@H](O)c1ccc(S(=O)(=O)Nc2nnc(CN)s2)cc1)(C(N)=O)C(=O)c1cnc(Cl)nc1
Nc1cc2[nH]nc(Cl)c2cc1-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 ; C[C@H](CCc1cc(-c2cc3c(cc2I)[nH]nc3Cl)cnc1)Cc1cccc2c1[nH]cc2
Cc1cc(-c2nc(CCNC(C)C)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(CCNC(C)C)cn2N2CCCC(c3c(C#N)ncnc3C)C2)ccc1[18F]
Cc1ccc2[nH]c(Cc3nc(N4CCOCC4)cc(=O)[nH]3)nc2c1 ; COCCN(C)c1cc(=O)[nH]c(Cc2nc3cc(C)ccc3[nH]2)n1
