Initial molecule , Modified molecule
NC(=O)c1ccc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)c2cncnc12 , NC(=O)c1ccc(N2CCN(c3cccc(CC(F)(F)F)c3)CC2)c2cncnc12
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CC2CNC2)CC1 , CCn1nc(N)nc1N1CCCC(c2cc(-c3nc(F)cn3CC(=O)O)ccc2CC2CNC2)C1
CC(=O)Nc1nc(C)c(-c2cnc(Sc3cccnc3)o2)s1 , CC(=O)Nc1nc(C)c(-c2ccc(Sc3cccnn3)o2)s1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cccc(C(F)(F)F)c1O , O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccnc(OC(F)(F)F)c1S
Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(CNC(=O)c2ccccc2)cc1 , Nc1ncccc1-c1nc2ccc(-c3cncnc3)nc2n1-c1ccc(CNC(=O)n2cccc2)cc1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cccc2[nH]cnc12 , O=C(CCc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cnc2[nH]ccc2c1
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1Cl , CNc1c([C@H]2CCCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3OC(F)(F)F)C2)ncnc1C(=O)O
C[C@H]1COC[C@@H](C)N1c1nc(-c2cc(C(F)F)ncc2N)nc(N2[C@H](C)COC[C@H]2C)n1 , Cc1cnc(C(F)F)cc1-c1cc(N2[C@H](C)COC[C@H]2CN)ccc1N1[C@@H](C)COC[C@H]1C
COc1cc(N2Cc3nc(-n4cc(CC(F)(F)F)cn4)ccc3C2=O)cnc1OC , COc1nc(N2Cc3nc(-c4c[nH]c(OCCCC(F)(F)F)n4)ccc3C2=O)ncc1O[11CH3]
CCc1cc(-c2cnc3[nH]cc(-c4cn[nH]c4)c3c2)nc(N)n1 , CCc1nn(I)c(-c2cnc3[nH]cc(-c4c[nH]nc4)c3c2)n1
Cc1nc(NCCC#N)nc(-n2c(Nc3cc[nH]n3)nc3ccccc32)n1 , N#CCCNc1nc(-n2c(CCNc3ccn[nH]3)nc3ccccc32)nc(CN)n1
CC(C)(C)NCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C#N)CC1 , CCC(=CCCNC(C)(C)C)c1ccc(C(F)(F)F)c([C@@H]2OCc3ncnc(C4CCCN(c5ncnc(N)c5[11C]#N)C4)c32)c1
O=c1cnc(-c2ccc(CC3CCN(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)[nH]1 , O=c1[nH]c2ccccc2n1N1CC=C(CCNc2ccc(-c3c[nH]c(-n4cccc4)n3)cc2)CC1
COc1cncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)c1 , Cc1nc(I)nc(-c2cc(C(C)(C)O)cnc2Nc2cc(C=O)cnc2)n1
O=C(Cc1cc(=O)[nH]c(-c2cc(F)ccn2)n1)N1CCc2c(F)cccc21 , O=C(Cc1cc(=O)[nH]c(-c2cc(F)ccn2)n1)c1c2CCNc2cc([18F])c1
O=c1[nH]c2ncc(-c3ccc(-c4ncc[nH]4)cc3)nc2n1CC1CCOCC1 , O=c1[nH]c2ncc(-c3ccc(-c4ccccc4)cc3)nc2n1CC1CCOCC1
CS(=O)(=O)NCC(NC(=O)N1CCC(N)(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1 , CNc1ccc(C(CNS(C)(=O)=O)NC(=O)N2CCC(I)(c3ncnc4c3cc[nH]4)CC2)cc1
Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4ccccc4C)cn23)n1 , Cc1nc(-c2c(Oc3n[nH]cc3)nc3ccc(-c4ccccc4CN)cn23)nc(C)n1
Cc1ncc(-c2c(N)ncnc2N2CCC(c3nc(-c4cc(F)ccc4C(F)(F)F)cn3C)CC2)s1 , C#Cc1c(-c2cnc(CC(=O)O)s2)c(N2CCC(c3nc(-c4nc(F)ncc4C(F)(F)F)cn3CN)CC2)ncn1
Cc1nc(C(=O)N[C@@]2(C(N)=O)CCCN2C)sc1-c1csc(C(C)(C)C)n1 , CC(C)(N)c1nc(-c2c(C#N)nc(C(=O)N[C@@]3(C(N)=O)CCCN3N)s2)cs1
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]cnc3c2)n1 , CCCNS(=O)(=O)c1cc(CCOCC)nc(-c2ccc3[nH]cnc3c2)n1
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCC2)CC1 , C=Cc1c(N)ncnc1N1CCCC(c2cc(-c3nc(F)cn3C(F)(F)F)ccc2CCN2CCC2)C1
N[C@H](COc1cncc(-c2ccc3ncccc3c2)c1)Cc1c[nH]c2ccccc12 , N[C@H](COc1cc(-c2ccc3ncccc3c2)cnc1)Cc1c[nH]c2ccccc12
N[C@H](COc1cncc(Nc2cccnc2)c1)Cc1c[nH]c2ccccc12 , N[C@H](COc1cc(Nc2cccnc2)cnc1)Cc1c[nH]c2ccccc12
COc1cc(N2Cc3nc(-n4cc(CC(F)(F)F)cn4)ccc3C2=O)cnc1OC , [11CH3]Oc1cnc(N2Cc3nc(-c4c[nH]c(CC(F)(F)F)n4)ccc3C2=O)nc1O[11CH3]
NC1(C(CCCc2ccc(Cl)cc2)NC(=O)N2CCCC2)CCN(c2ncnc3[nH]ccc23)CC1 , CCCSc1cn(CCCC(NC(=O)N2CCCC2)[N+]2(N)CCN(c3ncnc4c3cc[nH]4)CC2)c(=O)[nH]c1=O
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CC2CNC2)CC1 , CCc1c(CC#N)ncnc1N1CCCC(c2cc(-c3cc(F)ccc3CC(=O)O)ccc2OC2CNC2)C1
NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 , NC[C@H](Cc1cn(F)c(=O)cc1)NC(=O)c1cc(Br)c(-c2ccnc3c2cc[nH]3)s1
Cc1nc(N)nc(-n2c(Nc3ccccc3)nc3ccccc32)n1 , Cc1ccc(-n2c(CCNn3cccc3)nc3ccccc32)cc1N
Nc1cc2[nH]nc(Cl)c2cc1-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 , C[C@H](CCc1cc(-c2cc3c(cc2N)[nH]nc3Cl)cnc1)Cc1cccc2c1[nH]cc2
NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1 , NC1(c2ncc(-c3c(-n4cccc4)n4ccccc4n3)cn2)CCC1
C[C@H]1COCCN1c1cc(C(C)(C)S(C)(=O)=O)nc(-c2ccc(NC(=S)NCCO)cc2)n1 , COCCNC(=O)c1ccc(-c2c(C(C)(C)S(C)(=O)=O)nc(N3CCOC[C@@H]3CN)o2)cn1
Cn1cc(-c2cncc(-c3ccc(C(=O)O)cc3)n2)cn1 , N=C(N)c1ccc(-c2nc(-c3cn(CC(=O)O)nc3)cnc2)cn1
O=S(=O)(Nc1ncc(Cl)cc1-c1ccc2nccn2c1)c1ccc(F)cc1 , CCCSc1cnc(NS(=O)(=O)c2ccc([18F])cc2)c(-c2cn3ccnc3cc2)c1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCCC2)CC1 , CCN(CC)CNc1ccc(-c2nc(F)cn2OC(F)(F)C(F)F)cc1C1CCCN(c2ncnc(N)c2C(N)=O)C1
Cc1cc(-c2nc(CCN3CCC3)cn2N2CCC(c3c(N)ncnc3Br)CC2)ccc1F , Cc1cc(-c2nc(CC[18F])cn2N2CCCC(c3c(CF)ncnc3N)C2)ccc1F
N[C@H](COc1cncc(Nc2cccnc2)c1)Cc1c[nH]c2ccccc12 , C[C@H](CCc1cc(Nn2ccnc2)cnc1)Cc1cccc2c1[nH]cc2
CNC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)cc(S(=O)(=O)Cc3ccccc3)n2)cc1 , CNC(=O)Nc1ccc(-c2nc(S(=O)(=O)Cc3ccccc3)cc(N3CCOC[C@H]3CN)n2)cc1
CS(=O)(=O)C(F)c1cc(-c2cc(C(F)(F)F)ncc2N)nc(N2CCOCC2)n1 , COCCN(C)c1nc(C(F)S(C)(=O)=O)cc(-c2cc(C(F)(F)F)ncc2C(=O)O)n1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1Cl , CCN(CC)CCCNc1cn(N2CCC[C@H](c3c(NC)cccc3N)C2)c(-c2cc(F)ccc2OC(F)(F)F)n1
NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1 , O=C(O)C1(c2ccc(-c3nn4cccc4cc3-n3cccc3)cc2)CCC1
O=C(c1cc(O)ccc1O)N1Cc2ccccc2C1 , C[C@@H](CO)c1ccc(OCC(F)F)c(C(=O)N2Cc3ccccc3C2)c1
Cc1nc(N)nc(-n2c(Nc3ccc4cn[nH]c4c3)nc3ccccc32)n1 , NCc1nc(C(=O)O)nc(-n2c(Nc3ccc4cn[nH]c4c3)nc3ccccc32)n1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1cccc(OC(F)F)c1 , O=C(Cc1cccc(C(F)F)c1)Cc1cc(=O)[nH]c(C2CCCC2)n1
CC(=O)Nc1cc(Nc2cnn3c(C#N)cc(NC4CC4)nc23)cnc1C , CC(=O)Nc1cc(Nn2c(NC3CC3)nc3cc(C(=O)[C@@H](O)CO)cnc32)cnc1CN
Nc1ncccc1-c1nc2ccc(-c3cccnc3)nc2n1-c1ccc(CNC(=O)c2ccccc2)cc1 , Nc1nccnc1-c1nc2ccc(-n3ccnc3)nc2n1-c1ccc(N2C(=O)NC(n3cccc3)C2=O)cc1
CCC(=O)N1CC[C@@H](Oc2ncnc3c2CN(c2ccc(OC)nc2)CC3)C1 , COC(=O)N1CC[C@@H](ONC(=O)CNC(=O)c2ccc(O[11CH3])nc2)C1
NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1 , O=C(O)[C@]1CC[C@H](c2ccc(-c3c(-n4cccc4)n4ccnc4cn3)cc2)CC1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1csc(CC2CC2)n1 , CCCN(C(C)=O)C(=O)NC(=O)c1nc(C#N)c(-c2csc(CC(C)C)n2)s1
N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3c2CS(=O)(=O)C3)CC1 , N[C@H](Cn1cc(Cl)c(=O)[nH]c1=O)C(=O)N1CCN(c2c3CS(=O)(=O)Cc3ncn2)CC1
CC(C)(O)c1ccc(-c2cnc3[nH]c(=O)n(CC4CCCCC4)c3n2)cc1 , CCCCCCCc1c2cc[nH]c2nc(-c2ccc(N(C)C(N)=O)cc2)n1
CCC(=O)N1CC[C@@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1 , CCC(=O)N1CC[C@H](OCc2ncnc3c2CN(c2cnc(OC)c(CC(F)(F)F)c2)CC3)C1
CC(C)C(C(=O)Nc1ccc(F)cc1)c1nc(N2CCOCC2)cc(=O)[nH]1 , COCCN(C)c1c(NC(=O)C(C)(C)OC(C)=O)nc(-n2cc(F)c(=O)[nH]c2=O)[nH]c1=O
Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1 , Cc1nc(-c2cccnc2Oc2cnc(O)c(CS(C)(=O)=O)c2)nc(C#N)c1
Cc1nc(N)nc(-c2cc(C3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1 , C#Cc1cc(C)nn1-c1cc(C2CCOCC2)cnc1Nc1cnc(O)c(CS(C)(=O)=O)c1
