Initial molecule , Modified molecule
O=c1[nH]c2ncc(-c3ccc4[nH]ccc4c3)nc2n1CC1CCOCC1 , c1cc2cc(-c3nc(CC4CCOCC4)c4cc[nH]c4n3)ccc2[nH]1
CC(=O)Nc1cc(Nc2cnn3c(C#N)cc(NC4CC4)nc23)cnc1C , CCCNc1nc2cc(C#N)cnc2n1Nc1ncc(C)c(NC(C)=O)n1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1Br , Nc1ncnc([C@H]2CCCN(c3ccc(-c4cc(F)ccc4C(F)(F)F)cc3NCCCN3CCCC3)C2)c1CF
CCC(=O)N1CC[C@@H](Oc2ncnc3c2CN(c2ccc(OC)nc2)CC3)C1 , CCC(=O)N1CC[C@@H](ONC(=O)CNC(=O)c2ccc(O[11CH3])nc2)C1
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCC(C(C)(C)O)CC3)cc2n1 , CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCC([C@@H](C)O)CC3)cc2n1
C=Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN2CCC2)CC1 , CC(C)(CO)n1nc(N)nc1N1CCCC(c2cc(-c3cc(F)ccc3C(F)(F)F)ccc2CCN2CCC2)C1
COc1ccc(S(=O)(=O)Nc2nccc(-c3ccc4nc(NC(C)=O)sc4c3)n2)cc1 , CNC(=O)Nc1nc2ccc(-c3cc(NS(=O)(=O)c4ccc(O[11CH3])cc4)n[nH]3)cc2s1
O=S(=O)(Nc1ncc(Cl)cc1-c1ccnc2ccc(N3CCCCC3)cc12)c1ccc(F)cc1 , O=S(=O)(Nc1ncc(Cl)cc1-c1ccc(N2CCCCC2)c2ncccc12)c1ccc(F)nc1
Nc1cc2[nH]ncc2cc1-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 , C[C@H](CCc1cc(-c2c3ccc(N)cc3n[nH]2)cnc1)Cc1cccc2c1[nH]cc2
C=CC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1 , C=CC(=O)Nc1ccnc(Nc2cc(Nc3cccc(CF)c3)ncn2)c1
Cc1ccc(CC(CNC(C)C)C(=O)N2CCN(c3ncnc4c3[C@@H](C)SC4)CC2)cc1 , CC(C)NCC(Cc1ccc(CN)cc1)C(=O)C1CC=C(c2ncnc3c2[C@@H](CN)SC3)CC1
N[C@H](CNc1cncc(Nc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12 , N[C@H](CCc1cc(Nc2cccc3cnccc23)cnc1)Cc1cccc2c1[nH]cc2
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2CO)cc1F , COc1ccc(Nc2cc(-c3nc(C)nc(N)n3)cnc2CO)cc1[18F]
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2C2CNC2)CC1 , C#Cc1c(NC(C)=O)cnn1N1C[C@H]2C[C@@]2(c2cc(-c3cc(F)ccc3C(F)(F)F)nn2C2CNC2)C1
N#Cc1cccc(C[C@H](N)COc2cncc(C=Cc3ccncc3)c2)c1 , N#[11C]n1cc(C[C@H](N)COc2cncc(N=Cc3ccnnc3)c2)ccc1=O
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN)CC1 , N#CCCc1c(N)ncnc1N1C[C@H]2C[C@@]2(c2cc(-c3cc(F)ccc3C(F)(F)F)nn2OCCN)C1
N[C@H](COc1cncc(-c2cc3ccncc3s2)c1)Cc1c[nH]c2ccccc12 , N[C@H](COc1cc(-c2cc3ccncc3s2)cnc1)Cc1c[nH]c2ccccc12
N[C@H](COc1cncc(-c2ccc(C(=O)O)cc2)c1)Cc1c[nH]c2ccccc12 , N[C@H](COc1cc(-c2ccc(C(=O)O)cc2)cnc1)Cc1cccc2c1[nH]cc2
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cnoc3)cn2CCN2CCC2)CC1 , N#Cc1c(N)[nH]nc1N1CCC(c2cc(-c3conc3)ccc2CCN2CCC2)CC1
Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2o1 , CCCSc1ncc(-c2c3nc(C)oc3ccc2)cc1N(C(C)C)S(=O)(=O)c1ccc([18F])cc1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1 , CCN(CC)CNn1cc(-c2nc([18F])cn2Cl)nc1C1CCN(c2ncnc(N)c2N2CCOC2=O)CC1
