Initial molecule ; Modified molecule
NC1(c2ccc(-n3c(-c4ccccc4)nc4ccc(NCc5ccccc5)nc43)cc2)CCC1 ; NC1(c2ccc(-n3c(-c4ccccc4)nc4ccc(NCc5ccccc5)nc43)cc2)COC1
CC(=O)Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1 ; CCCSc1ncc(-c2nn3cc(NC(C)=O)nc3cc2)cc1NS(=O)(=O)c1ccc(F)cc1
CONc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1 ; CCNc1cc(OC(F)(F)C(F)F)c(-c2nn(N(C)CCOC)c(N3CCOCC3)c2)cn1
COc1ncc(-c2ncnc3ccc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)cc23)cc1C#N ; CC(=O)N1CCN(C(=O)c2cccc(-c3ccc(-c4ccc(C=O)c([11C]#N)c4)c4cccnc34)c2)C1=O
Cc1nc(-c2ccc(CC3CCN(n4c(=O)[nH]c5ccccc54)CC3)cc2)c(-c2ccccc2)[nH]c1=O ; Cn1c(=O)[nH]c2cc(N3CC=C(CCNc4ncc(-n5ccc(-n6cccc6)c5)cn4)CC3)ccc21
CS(=O)(=O)C1(c2cc(-c3cc(F)ncc3N)nc(N3CCOCC3)n2)CC1 ; COCCN(C)c1nc(C(C)(C)S(C)(=O)=O)cc(-c2c(C(=O)O)cc(F)o2)n1
Cn1c(C(=O)Cc2cccc3c2CCN3O)nc(N2CCOCC2)cc1=O ; COCCN(C)c1cc(=O)n(CN)c(C(=O)Cc2c3CCN(O)c3ccc2)n1
Cc1nc(C(=O)N[C@H]2CCCN2C(N)=O)sc1-c1ccnc(C2(C)CC2)n1 ; N#Cc1c(-c2nn(C3(CN)CC3)cc2)sc(C(=O)N[C@H]2CCCN2C(N)=O)n1
CNCC1CCCN(c2ccc(C(N)=O)c3ncncc23)C1 ; CNCC1CCCN(c2ccc3cnn(CC(N)=O)c3c2)C1
CCc1cc(-c2cnc3[nH]cc(-n4cc(CC(C)C)cn4)c3c2)nc(N)n1 ; CC(C)Cc1cn(-c2c[nH]c3ncc(-c4nc(I)nc(CCF)c4)cc23)nc1
CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2c(Cl)cccc2Cl)cnc1N ; CNC(=O)c1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2c(Cl)cccc2Cl)nn1N
CCn1cnc2cnc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)c21 ; CCn1cnc2cnc(-c3ccc(C4(N)CCC4)cc3)c(-n3cccc3)c21
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c1cccc2C(F)(F)F ; O=C(Cc1cc(=O)[nH]c(C2CCCC2)n1)N1CCc2c(CC(F)(F)F)cccc21
Nc1nc2ccc(-c3cncc(S(=O)(=O)NCC4CC4)c3)cn2n1 ; CC(C)CNS(=O)(=O)c1cc(-c2cn3nc(N)nc3cc2)cnc1
C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(Cl)c(=O)[nH]1 ; CNc1c(N2CCOCC2)nc(CC(=O)c2ccc3CCC(C)Oc3c2)[nH]c1=O
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3ccccc3c2)cc1 ; CCCCCNS(=O)(=O)c1ccc(-n2c(OC(F)(F)F)nnc2-c2ccc3ccccc3c2)cc1
CCC(CC)c1nc(-c2sc(C(=O)N[C@H]3CCCN3C(N)=O)nc2C)cs1 ; NCc1c(-c2csc(C3=CCCC3)n2)sc(C(=O)N[C@H]2CCCN2N2CCOC2=O)n1
COc1ncc(-c2ncnc3c2CN(NN2CC[C@H](C(=O)C4CCOCC4)C2)CC3)cc1C(F)(F)F ; COc1ncc(-c2c3CN(NN4CC[C@H](C(=O)C5CCOCC5)C4)CCc3ncn2)cc1C(F)(F)F
CCOC=Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCN(C)C)CC1 ; C#Cc1c(C=COCC)c(N2CCC(c3nc(-c4nc(F)ncc4C(F)(F)F)cn3OCCN(C)C)CC2)ncn1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c(-c3ccccc3F)cccc21 ; COCCN(C)c1nc(CC(=O)N2CCc3c(-c4ccccc4F)cccc32)cc(=O)[nH]1
CC(=O)Nc1cccc(-c2ccc3nc(Nc4cc[nH]n4)c(-c4nc(C)nc(N)n4)n3c2)c1 ; CC(=O)Nc1cccc(-c2cn3c(-c4nn(N)c(C)c4)c(COc4ccn[nH]4)nc3cc2)c1
CCc1cc(-c2cnc3[nH]cc(-c4ccn[nH]4)c3c2)nc(N)n1 ; CCCCCCOc1cc(-c2cnc3[nH]cc(-c4ccn[nH]4)c3c2)nc(I)n1
NCCOc1cncc(C=Cc2ccncc2)c1 ; O=CNc1cncc(N=Cc2ccncc2)c1
CN(C)c1ccnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc12 ; CCCNc1ccnc2ccc(-c3cnc(Cl)c(N(C(C)C)S(=O)(=O)c4ccc(F)cc4)c3)cc12
O=c1cc(N2CCOCC2)nc(Cc2nc3c(F)cccc3o2)[nH]1 ; [18F]c1c2nc(Cc3ncccc3N3CCOCC3)oc2ccc1
N[C@H](COc1cncc(-c2n[nH]c3ccc(C=O)cc23)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2n[nH]c3ccc(C=O)cc23)cnc1)Cc1c[nH]c2ccccc12
CC(C)(C)NCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C#N)CC1 ; C#Cc1c([11C]#N)c(N2CCC(c3c4c(ncn3)CO[C@H]4c3ccc([C@@H](C(=CCCNC(C)(C)C)CC)C(F)(F)F)cc3)CC2)ncn1
NCC(NC(=O)c1ccc(-c2c[nH]c3ncccc23)s1)c1ccccc1 ; NCC(NC(=O)c1nnc(-c2cccc3c2nc[nH]3)o1)c1ccccc1
Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(N)ncnc3-c3cn[nH]c3)CC2)ccc1F ; C#CCc1cc(-c2nc(CCN(C)C)cn2N2CCCC(c3c(-c4c[nH]nc4)ncnc3C)C2)ncc1F
NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; NC[C@H](Cc1cc([18F])ccc1)NC(=O)c1nc(Br)c(-c2ccnc3c2cc[nH]3)o1
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccc(F)c(Cl)c1 ; O=C(Cc1n[nH]c2c1cc(N1CCOCC1)nc2)Nc1ccc(F)c(Cl)c1
