Initial molecule ; Modified molecule
Cc1cc(-c2nc(CCN3CCC3)cn2N2CCC(c3c(N)ncnc3Br)CC2)ccc1F ; Cc1cc(-c2nc(CCN3CCC3)cn2N2CCC(c3c(Br)ncnc3N)CC2)ncc1[18F]
CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)ccn1 ; CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4cccc(CF)c4N)CC3)n2)ccn1
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4ccco4)cc32)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(N2CCc3cc(-c4ccco4)ccc32)cnc1)Cc1cccc2c1[nH]cc2
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CC2CN(C)C2)CC1 ; CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CCCN(CC)CCN)CC1
Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12 ; Cc1cc2c(cn1)[nH]nc2-c1cncc(OC[C@@H](N)Cc2cccc3c2[nH]cc3)c1
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3Cl)cn2CCN2CCCC2)CC1 ; CCc1c(N)ncnc1N1CCC(c2cc(-c3nc([18F])cn3Cl)ccc2CCN(CC)CC)CC1
CCNCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2OC(C)C)CC1 ; CCNCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2cccc(NC(C)C)c2N)CC1
Cc1cc(-c2nc(NCCC3CCCC3)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(NCCC3CCCC3)cn2N2CCC(c3c(C#N)ncnc3N)CC2)ncc1[18F]
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNC2CCCC2)CC1 ; CCC(CC)NCCc1ccc(-c2nc([18F])cn2C(F)(F)F)cc1C1CCN(c2ncnc(N)c2C#N)CC1
CCOc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C)cn2CCN(CC)CC)CC1 ; CCOc1c(N)ncnc1N1CCC(c2cc(-c3cc(F)ccc3C)nn2CN(CC)CC)CC1
Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(N)ncnc3C#N)CC2)ccc1F ; Cc1cc(-c2nc(CCN(C)C)cn2N2CCC(c3c(C#N)ncnc3N)CC2)ncc1[18F]
N[C@H](COc1cncc(C2C(=O)Nc3ccc(-c4cccs4)cc32)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(N2CCc3cc(-c4cccs4)ccc32)cnc1)Cc1cccc2c1[nH]cc2
COc1ncc(Nc2cc(-c3nc(C)nc(N)n3)cnc2[C@@H](C)[C@@H]2CN(C)CCN2S(C)(=O)=O)cc1F ; COc1ccc(Nc2cc(-c3nc(C)nc(N)n3)cnc2[C@@H](C)[C@@H]2CN(C)CCN2S(C)(=O)=O)cc1[18F]
N[C@H](COc1cncc(-c2n[nH]c3ccc(Cl)cc23)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2c3ncccc3cnc2Cl)cnc1)Cc1cccc2c1[nH]cc2
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)N1CCc2c(Br)cccc21 ; O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)c1c2CCNc2cc(CF)c1
Nc1ncnc(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1Cl ; CNc1c(C2CCN(n3cc(CCN4CCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c(N)ccc1
Nc1ncnc(C2CCN(n3cc(CCN4CCCC4)nc3-c3cc(F)ccc3C(F)(F)F)CC2)c1C=O ; Nc1cccc(NC=O)c1C1CCN(n2cc(CCN3CCCC3)nc2-c2cc(F)ccc2C(F)(F)F)CC1
N[C@H](COc1cncc(-c2n[nH]c3ccc(-c4ccc[nH]4)cc23)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2c3ncccc3cnc2-c2ccc[nH]2)cnc1)Cc1cccc2c1[nH]cc2
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)cnc3Cl)cn2CCN2CCC2)CC1 ; N#Cn1nc(N)nc1N1CCC(c2cc(-c3cc(F)cnc3Cl)ccc2CCN2CCC2)CC1
N[C@H](COc1cncc(-c2n[nH]c3ccc(-c4cccs4)cc23)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(-c2c3ncccc3cnc2-c2cccs2)cnc1)Cc1cccc2c1[nH]cc2
