Initial molecule ; Modified molecule
O=C(Cc1cc(=O)[nH]c(N2CCOCC2)n1)Nc1ccccc1OCCN1CCCC1 ; CCN(CC)CNCCCn1cccc1NC(=O)Cc1n[nH]c2c1cc(N1CCOCC1)nc2
NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1 ; NC1(c2ncc(-c3ncc4ncccc4c3-n3cccc3)cn2)CCC1
Cn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2Br)CC1 ; C#CCc1ccc([C@@H](F)C(F)(F)F)c([C@@H]2OCc3ncnc(C4CCN(c5ncnc(C#C)c5CF)CC4)c32)c1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(F)cccc21 ; NC(=O)[C@H]1CO[C@@](c2ncc(C3CCCC3)s2)(N2CCc3c([18F])cccc32)O1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccc3C(F)(F)F)cn2CCNCC2CC2)CC1 ; CC(C)CNCCc1ccc(-c2cc(F)ccc2C(F)(F)F)cc1C1CCN(c2ncnc(N)c2C(N)=O)CC1
O=C(Cn1c(N2CCOCC2)nc(-c2ccccc2)cc1=O)N1CCc2ccccc21 ; O=C(Cn1c(N2CCOCC2)nc(-c2cnccn2)cc1=O)C1Cc2ccccc2N1
CC(C)CNCCn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1 ; CC(C)(C)OC(=O)NCCn1cc(-c2ccc([C@@H](F)C(F)(F)F)cc2)nc1C1CCCN(c2cccc(CC(N)=O)c2N)C1
CCNC(=O)Nc1ccc(-c2nc(N3CCCOCC3)c3c(ncn3C)n2)cc1 ; CCOCCC(=O)Nc1cn(-c2nc(N3CCCOCC3)c3c(n2)ncn3CN)c(=O)[nH]c1=O
CCNC(=O)Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3c(cnn3C)n2)cc1 ; CCNC(=O)Nc1cn(-c2nc3c(c(N4C[C@@H]5C[C@H]4CO5)n2)n(CN)cc3)c(=O)[nH]c1=O
NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1 ; NC[C@H](Cc1cc([18F])ccc1)NC(=O)c1cc(Br)c(-c2ccc3nc[nH]c3c2)s1
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(F)c4)c3)cc2s1 ; CC(=O)Nc1nc2cc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc([18F])c4)c3)ccc2s1
CC(C)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3)n2)ccn1 ; CCN(C)COn1cc(-c2ccnc(C(C)C)c2)nc1C1CCN(c2cccc(NC)c2N)CC1
CN(C)CCCOc1ccc(CN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cccc(CO)c5)nc43)CC2)cc1 ; CN(C)CCCOc1ccc(SN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cncc(CCO)c5)nc43)CC2)nc1
Cc1ccc(F)cc1C[C@H](N)COc1cncc(-c2cc3c(C)n[nH]c3cn2)c1 ; NCc1n[nH]c2c1cc(-c1cc(OC[C@@H](N)Cc3cc([18F])ccc3N)cnc1)nc2
Cn1cc(-c2cc(F)ccc2C(F)(F)F)nc1C1CCN(c2ncnc(N)c2-c2ccc(CO)cc2)CC1 ; Cn1c(-c2cc(F)ccc2C(F)(F)F)nnc1N1CCCN(c2ncnc(CC#N)c2-c2ccc(CCO)cc2)CC1
C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CCOCC2)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1 ; CC(C)NC(=O)Nc1cnc(-c2nc(N3CCOC[C@@H]3C#N)cc(C3(OS(C)(=O)=O)CCOCC3)n2)nc1
CCN(CC)CCn1cc(-c2cc(F)ccc2C)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1 ; C#Cc1c(CC(N)=O)cccc1N1CCC(c2nc(-c3cc(F)ccc3N)cn2CCN(CC)CC)CC1
Nc1cc(CF)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1 ; CCOCCc1cc(-n2nc(CF)nc2N)nn1N(C)CCOC
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CC3(COC3)C2)CC1 ; CCc1c(N)ncnc1N1CCC(c2cc(-c3ccc(OCCOCCF)cc3)ccc2NCN2C[C@H]3C[C@@H]2CO3)CC1
N[C@H](COc1cncc(NC(=O)c2ccncc2)c1)Cc1c[nH]c2ccccc12 ; N[C@H](COc1cc(NC(=O)c2ccncc2)cnc1)Cc1cccc2c1[nH]cc2
